loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500105,APP-200112,CUST-100146,Auto,Auto Standard,2024-03-20,2024-03-22,47587.26,0.0935,57,True,Vehicle,10,R7,LOAN_SERVICING
LN-500270,APP-200290,CUST-103325,Auto,Auto Standard,2024-03-20,2024-03-22,28026.01,0.0988,60,True,Vehicle,2,R3,LOAN_SERVICING
LN-500675,APP-200724,CUST-105760,HELOC,HELOC Standard,2024-03-20,2024-03-21,40809.48,0.0946,132,True,Real Estate,26,R2,LOAN_SERVICING
LN-500889,APP-200954,CUST-104612,Personal,Personal Standard,2024-03-20,2024-03-20,29171.34,0.2172,29,False,None,20,R3,LOAN_SERVICING
LN-501807,APP-201954,CUST-100815,Auto,Auto Standard,2024-03-20,2024-03-20,44539.36,0.0922,54,True,Vehicle,15,R1,LOAN_SERVICING
LN-502140,APP-202314,CUST-103284,Credit Card,Credit Card Standard,2024-03-20,2024-03-20,19432.76,0.2459,0,False,None,26,R2,LOAN_SERVICING
LN-502300,APP-202488,CUST-100298,HELOC,HELOC Standard,2024-03-20,2024-03-20,56213.19,0.0809,121,True,Real Estate,11,R4,LOAN_SERVICING
LN-502618,APP-202840,CUST-106189,Personal,Personal Standard,2024-03-20,2024-03-22,23978.91,0.0843,58,False,None,12,R4,LOAN_SERVICING
LN-502780,APP-203011,CUST-104172,Credit Card,Credit Card Standard,2024-03-20,2024-03-22,24705.88,0.1647,0,False,None,10,R3,LOAN_SERVICING
LN-503127,APP-203390,CUST-106459,Auto,Auto Standard,2024-03-20,2024-03-20,28416.18,0.0963,66,True,Vehicle,27,R1,LOAN_SERVICING
LN-503209,APP-203479,CUST-102895,Auto,Auto Standard,2024-03-20,2024-03-20,41340.93,0.0671,54,True,Vehicle,22,R1,LOAN_SERVICING
LN-503224,APP-203495,CUST-107643,HELOC,HELOC Standard,2024-03-20,2024-03-21,12064.51,0.0791,104,True,Real Estate,2,R4,LOAN_SERVICING
LN-503949,APP-204281,CUST-100169,Credit Card,Credit Card Standard,2024-03-20,2024-03-21,13304.08,0.1936,0,False,None,26,R5,LOAN_SERVICING
LN-504221,APP-204582,CUST-101116,Personal,Personal Standard,2024-03-20,2024-03-21,22126.85,0.1298,39,False,None,25,R5,LOAN_SERVICING
LN-505270,APP-205725,CUST-101235,Auto,Auto Standard,2024-03-20,2024-03-22,25822.15,0.1043,43,True,Vehicle,16,R1,LOAN_SERVICING
LN-505413,APP-205881,CUST-107653,Auto,Auto Standard,2024-03-20,2024-03-21,49795.07,0.1028,51,True,Vehicle,23,R1,LOAN_SERVICING
LN-505463,APP-205932,CUST-107022,Auto,Auto Standard,2024-03-20,2024-03-20,34782.56,0.0697,63,True,Vehicle,2,R5,LOAN_SERVICING
LN-506178,APP-206709,CUST-102376,Credit Card,Credit Card Standard,2024-03-20,2024-03-22,6977.39,0.214,0,False,None,9,R1,LOAN_SERVICING
LN-506213,APP-206749,CUST-100454,Auto,Auto Standard,2024-03-20,2024-03-22,14500.37,0.0885,62,True,Vehicle,1,R3,LOAN_SERVICING
LN-506291,APP-206835,CUST-102470,Personal,Personal Standard,2024-03-20,2024-03-22,3201.29,0.1183,25,False,None,7,R4,LOAN_SERVICING
LN-506386,APP-206948,CUST-104953,Personal,Personal Standard,2024-03-20,2024-03-20,34844.2,0.2025,27,False,None,4,R3,LOAN_SERVICING
LN-506772,APP-207358,CUST-101847,Auto,Auto Standard,2024-03-20,2024-03-21,47761.26,0.051,71,True,Vehicle,7,R6,LOAN_SERVICING
LN-506778,APP-207364,CUST-105976,Auto,Auto Standard,2024-03-20,2024-03-22,35825.56,0.0799,54,True,Vehicle,6,R1,LOAN_SERVICING
LN-506949,APP-207545,CUST-105954,Auto,Auto Standard,2024-03-20,2024-03-21,35564.53,0.0559,55,True,Vehicle,20,R2,LOAN_SERVICING
LN-508361,APP-209070,CUST-104343,Mortgage,Mortgage Standard,2024-03-20,2024-03-20,554150.92,0.0556,271,True,Real Estate,15,R3,LOAN_SERVICING
LN-508752,APP-209495,CUST-104055,Personal,Personal Standard,2024-03-20,2024-03-22,3101.55,0.1894,23,False,None,2,R5,LOAN_SERVICING
LN-508889,APP-209639,CUST-104423,Personal,Personal Standard,2024-03-20,2024-03-22,3465.56,0.1231,50,False,None,27,R4,LOAN_SERVICING
LN-509046,APP-209811,CUST-105587,Mortgage,Mortgage Standard,2024-03-20,2024-03-22,278359.31,0.0589,273,True,Real Estate,22,R6,LOAN_SERVICING
LN-509402,APP-210196,CUST-101868,Auto,Auto Standard,2024-03-20,2024-03-20,27656.26,0.0681,69,True,Vehicle,15,R5,LOAN_SERVICING
LN-509814,APP-210649,CUST-100583,Credit Card,Credit Card Standard,2024-03-20,2024-03-21,11299.65,0.239,0,False,None,26,R1,LOAN_SERVICING
