ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700345,LN-506650,CUST-101099,CTC-60003343,COL-1020,2025-02-08,2025-02-19,50.0,Kept,50.0,2025-02-10
PTP-700481,LN-509254,CUST-101098,CTC-60004633,COL-1019,2025-02-08,2025-02-13,50.0,Broken,0.0,
PTP-700493,LN-509465,CUST-103802,CTC-60004740,COL-1044,2025-02-08,2025-02-19,50.0,Kept,50.0,2025-02-09
PTP-700670,LN-503691,CUST-105445,CTC-60006463,COL-1024,2025-02-08,2025-02-22,476.67,Broken,0.0,
PTP-700828,LN-508134,CUST-105326,CTC-60008079,COL-1001,2025-02-08,2025-02-21,308.97,Kept,308.97,2025-02-08
PTP-700891,LN-509741,CUST-104242,CTC-60008690,COL-1072,2025-02-08,2025-02-13,444.78,Partial,299.03,2025-02-13
PTP-701004,LN-503273,CUST-102705,CTC-60009804,COL-1005,2025-02-08,2025-02-14,346.51,Broken,0.0,
PTP-701244,LN-500764,CUST-103651,CTC-60012196,COL-1092,2025-02-08,2025-02-20,364.81,Kept,364.81,2025-02-19
PTP-701248,LN-500818,CUST-104587,CTC-60012220,COL-1094,2025-02-08,2025-02-12,975.4,Kept,975.4,2025-02-11
PTP-701350,LN-502656,CUST-103938,CTC-60013220,COL-1075,2025-02-08,2025-02-12,668.82,Broken,0.0,
PTP-701427,LN-503870,CUST-104806,CTC-60013971,COL-1118,2025-02-08,2025-02-16,789.09,Broken,0.0,
PTP-701440,LN-504093,CUST-103028,CTC-60014080,COL-1092,2025-02-08,2025-02-12,971.19,Broken,0.0,
PTP-701616,LN-507018,CUST-105535,CTC-60015754,COL-1113,2025-02-08,2025-02-14,942.74,Kept,942.74,2025-02-11
PTP-701645,LN-507627,CUST-105564,CTC-60016074,COL-1022,2025-02-08,2025-02-18,374.62,Kept,374.62,2025-02-09
PTP-701750,LN-508944,CUST-101070,CTC-60017108,COL-1003,2025-02-08,2025-02-20,583.72,Kept,583.72,2025-02-16
PTP-701816,LN-509929,CUST-102914,CTC-60017694,COL-1109,2025-02-08,2025-02-15,466.9,Broken,0.0,
