loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500144,APP-200153,CUST-101406,Personal,Personal Standard,2024-01-29,2024-01-31,18836.34,0.2065,53,False,None,17,R2,LOAN_SERVICING
LN-500187,APP-200198,CUST-101483,Credit Card,Credit Card Standard,2024-01-29,2024-01-31,3531.34,0.199,0,False,None,8,R1,LOAN_SERVICING
LN-500857,APP-200920,CUST-104770,Auto,Auto Standard,2024-01-29,2024-01-31,11810.66,0.0905,65,True,Vehicle,22,R5,LOAN_SERVICING
LN-501284,APP-201380,CUST-106893,Personal,Personal Standard,2024-01-29,2024-01-31,21922.39,0.2187,38,False,None,17,R1,LOAN_SERVICING
LN-501533,APP-201650,CUST-103483,Personal,Personal Standard,2024-01-29,2024-01-31,34324.15,0.1268,31,False,None,16,R4,LOAN_SERVICING
LN-502508,APP-202719,CUST-104079,Auto,Auto Standard,2024-01-29,2024-01-31,41186.32,0.051,64,True,Vehicle,11,R2,LOAN_SERVICING
LN-502542,APP-202755,CUST-103863,Auto,Auto Standard,2024-01-29,2024-01-31,31266.43,0.0472,65,True,Vehicle,24,R5,LOAN_SERVICING
LN-502768,APP-202998,CUST-100742,Personal,Personal Standard,2024-01-29,2024-01-29,17966.18,0.0962,58,False,None,2,R1,LOAN_SERVICING
LN-502981,APP-203227,CUST-104925,Auto,Auto Standard,2024-01-29,2024-01-29,11084.12,0.0884,67,True,Vehicle,16,R3,LOAN_SERVICING
LN-503789,APP-204105,CUST-101732,Mortgage,Mortgage Standard,2024-01-29,2024-01-31,469938.99,0.0684,221,True,Real Estate,15,R2,LOAN_SERVICING
LN-504154,APP-204510,CUST-105164,Personal,Personal Standard,2024-01-29,2024-01-31,19902.99,0.1001,44,False,None,25,R5,LOAN_SERVICING
LN-504706,APP-205103,CUST-103611,HELOC,HELOC Standard,2024-01-29,2024-01-29,50172.59,0.0679,134,True,Real Estate,9,R2,LOAN_SERVICING
LN-504928,APP-205346,CUST-101997,Auto,Auto Standard,2024-01-29,2024-01-30,20073.98,0.0605,62,True,Vehicle,1,R3,LOAN_SERVICING
LN-505397,APP-205865,CUST-106357,Auto,Auto Standard,2024-01-29,2024-01-30,19292.31,0.0766,54,True,Vehicle,16,R7,LOAN_SERVICING
LN-507254,APP-207874,CUST-105574,Credit Card,Credit Card Standard,2024-01-29,2024-01-30,14660.49,0.2325,0,False,None,2,R4,LOAN_SERVICING
LN-507708,APP-208367,CUST-104583,Auto,Auto Standard,2024-01-29,2024-01-30,49974.75,0.0856,65,True,Vehicle,14,R2,LOAN_SERVICING
LN-508432,APP-209150,CUST-100714,Auto,Auto Standard,2024-01-29,2024-01-31,43091.03,0.0967,58,True,Vehicle,20,R6,LOAN_SERVICING
LN-508745,APP-209488,CUST-105188,Mortgage,Mortgage Standard,2024-01-29,2024-01-31,354729.9,0.065,229,True,Real Estate,27,R2,LOAN_SERVICING
LN-509641,APP-210458,CUST-100902,Credit Card,Credit Card Standard,2024-01-29,2024-01-29,24531.15,0.2128,0,False,None,18,R1,LOAN_SERVICING
