loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500147,APP-200156,CUST-104528,Auto,Auto Standard,2024-02-26,2024-02-26,49712.94,0.06,69,True,Vehicle,25,R5,LOAN_SERVICING
LN-500164,APP-200174,CUST-100191,Credit Card,Credit Card Standard,2024-02-26,2024-02-28,2238.63,0.1865,0,False,None,20,R3,LOAN_SERVICING
LN-500273,APP-200293,CUST-100608,Auto,Auto Standard,2024-02-26,2024-02-26,24649.29,0.0994,66,True,Vehicle,5,R1,LOAN_SERVICING
LN-501564,APP-201686,CUST-100407,Auto,Auto Standard,2024-02-26,2024-02-26,39544.63,0.0923,50,True,Vehicle,10,R3,LOAN_SERVICING
LN-501640,APP-201769,CUST-100091,Auto,Auto Standard,2024-02-26,2024-02-26,38109.25,0.0887,42,True,Vehicle,28,R4,LOAN_SERVICING
LN-503218,APP-203488,CUST-102864,HELOC,HELOC Standard,2024-02-26,2024-02-27,40398.06,0.0716,63,True,Real Estate,18,R2,LOAN_SERVICING
LN-503484,APP-203780,CUST-101334,HELOC,HELOC Standard,2024-02-26,2024-02-26,45342.77,0.0954,62,True,Real Estate,10,R3,LOAN_SERVICING
LN-504406,APP-204773,CUST-105031,HELOC,HELOC Standard,2024-02-26,2024-02-26,115579.63,0.0633,165,True,Real Estate,16,R4,LOAN_SERVICING
LN-504888,APP-205297,CUST-103379,Auto,Auto Standard,2024-02-26,2024-02-27,38890.02,0.0722,55,True,Vehicle,14,R2,LOAN_SERVICING
LN-505001,APP-205431,CUST-104200,Auto,Auto Standard,2024-02-26,2024-02-27,31223.08,0.0589,67,True,Vehicle,10,R3,LOAN_SERVICING
LN-505154,APP-205600,CUST-105526,Credit Card,Credit Card Standard,2024-02-26,2024-02-26,11082.19,0.1982,0,False,None,15,R2,LOAN_SERVICING
LN-505303,APP-205759,CUST-107393,Auto,Auto Standard,2024-02-26,2024-02-26,51199.98,0.0885,53,True,Vehicle,11,R3,LOAN_SERVICING
LN-505612,APP-206099,CUST-106812,Auto,Auto Standard,2024-02-26,2024-02-28,31377.88,0.0839,59,True,Vehicle,20,R2,LOAN_SERVICING
LN-506069,APP-206593,CUST-100003,Auto,Auto Standard,2024-02-26,2024-02-28,48894.5,0.0546,63,True,Vehicle,19,R3,LOAN_SERVICING
LN-506400,APP-206962,CUST-102738,Auto,Auto Standard,2024-02-26,2024-02-28,29714.8,0.067,46,True,Vehicle,5,R1,LOAN_SERVICING
LN-508977,APP-209732,CUST-106835,Credit Card,Credit Card Standard,2024-02-26,2024-02-26,19694.04,0.1607,0,False,None,14,R6,LOAN_SERVICING
LN-509372,APP-210163,CUST-105221,Auto,Auto Standard,2024-02-26,2024-02-28,28826.32,0.0906,57,True,Vehicle,1,R2,LOAN_SERVICING
