ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700056,LN-500885,CUST-102697,CTC-60000491,COL-1111,2025-06-08,2025-06-17,50.0,Kept,50.0,2025-06-11
PTP-700161,LN-503161,CUST-105158,CTC-60001607,COL-1033,2025-06-08,2025-06-16,161.43,Kept,161.43,2025-06-08
PTP-700516,LN-509773,CUST-105817,CTC-60004915,COL-1069,2025-06-08,2025-06-18,80.41,Partial,39.1,2025-06-18
PTP-700546,LN-500239,CUST-106761,CTC-60005166,COL-1064,2025-06-08,2025-06-12,311.92,Kept,311.92,2025-06-14
PTP-700739,LN-505598,CUST-107822,CTC-60007169,COL-1013,2025-06-08,2025-06-11,441.13,Kept,441.13,2025-06-08
PTP-700863,LN-509069,CUST-105355,CTC-60008427,COL-1008,2025-06-08,2025-06-20,417.8,Kept,417.8,2025-06-18
PTP-700893,LN-509743,CUST-101608,CTC-60008697,COL-1001,2025-06-08,2025-06-15,118.09,Partial,77.54,2025-06-15
PTP-700938,LN-501365,CUST-105124,CTC-60009211,COL-1091,2025-06-08,2025-06-15,482.41,Kept,482.41,2025-06-15
PTP-701045,LN-504571,CUST-102496,CTC-60010275,COL-1086,2025-06-08,2025-06-19,357.51,Kept,357.51,2025-06-20
PTP-701083,LN-505884,CUST-104893,CTC-60010652,COL-1119,2025-06-08,2025-06-19,474.29,Kept,474.29,2025-06-14
PTP-701236,LN-500684,CUST-103766,CTC-60012141,COL-1039,2025-06-08,2025-06-20,795.91,Kept,795.91,2025-06-11
PTP-701291,LN-501633,CUST-101927,CTC-60012649,COL-1045,2025-06-08,2025-06-19,626.11,Kept,626.11,2025-06-10
PTP-701474,LN-504667,CUST-102385,CTC-60014453,COL-1055,2025-06-08,2025-06-12,458.58,Kept,458.58,2025-06-11
PTP-701493,LN-504906,CUST-107996,CTC-60014579,COL-1017,2025-06-08,2025-06-22,1462.1,Kept,1462.1,2025-06-24
PTP-701526,LN-505356,CUST-104726,CTC-60014884,COL-1106,2025-06-08,2025-06-14,903.24,Kept,903.24,2025-06-10
PTP-701670,LN-507892,CUST-105725,CTC-60016300,COL-1093,2025-06-08,2025-06-20,807.5,Broken,0.0,
