ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700062,LN-500995,CUST-106608,CTC-60000559,COL-1079,2025-04-22,2025-04-30,50.0,Kept,50.0,2025-04-29
PTP-700183,LN-503477,CUST-104655,CTC-60001768,COL-1020,2025-04-22,2025-04-29,50.0,Kept,50.0,2025-04-28
PTP-700248,LN-504852,CUST-107626,CTC-60002492,COL-1030,2025-04-22,2025-05-05,170.33,Broken,0.0,
PTP-700437,LN-508409,CUST-106793,CTC-60004251,COL-1116,2025-04-22,2025-05-05,71.99,Kept,71.99,2025-04-23
PTP-700470,LN-509087,CUST-104662,CTC-60004548,COL-1044,2025-04-22,2025-05-01,146.85,Broken,0.0,
PTP-700537,LN-500040,CUST-102235,CTC-60005110,COL-1024,2025-04-22,2025-05-01,191.64,Kept,191.64,2025-04-24
PTP-700724,LN-505235,CUST-107898,CTC-60007034,COL-1066,2025-04-22,2025-05-06,301.41,Broken,0.0,
PTP-700729,LN-505420,CUST-103825,CTC-60007105,COL-1046,2025-04-22,2025-05-02,316.34,Partial,211.55,2025-05-02
PTP-700955,LN-501673,CUST-106790,CTC-60009328,COL-1095,2025-04-22,2025-05-03,533.77,Kept,533.77,2025-05-02
PTP-701103,LN-506385,CUST-103362,CTC-60010797,COL-1049,2025-04-22,2025-05-06,417.6,Kept,417.6,2025-05-07
PTP-701108,LN-506653,CUST-104926,CTC-60010840,COL-1049,2025-04-22,2025-04-29,495.81,Broken,0.0,
PTP-701120,LN-507030,CUST-102544,CTC-60010926,COL-1058,2025-04-22,2025-05-02,438.68,Kept,438.68,2025-04-28
PTP-701271,LN-501308,CUST-106632,CTC-60012445,COL-1017,2025-04-22,2025-05-02,1025.45,Kept,1025.45,2025-04-26
PTP-701273,LN-501383,CUST-106747,CTC-60012459,COL-1082,2025-04-22,2025-04-28,962.7,Kept,962.7,2025-04-28
PTP-701401,LN-503502,CUST-107063,CTC-60013733,COL-1108,2025-04-22,2025-04-26,837.96,Kept,837.96,2025-04-25
PTP-701821,LN-509980,CUST-104944,CTC-60017748,COL-1109,2025-04-22,2025-04-29,580.48,Broken,0.0,
