contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000350,LN-500628,CUST-103504,2025-06-09,COL-1100,OUTBOUND_CALL,Outbound,Right Party Contact,True,367.0,False,CALL_CENTER,False
CTC-60000833,LN-501600,CUST-107767,2025-06-09,COL-1056,OUTBOUND_CALL,Outbound,No Answer,False,35.0,False,CALL_CENTER,False
CTC-60001503,LN-502942,CUST-106110,2025-06-09,COL-1085,OUTBOUND_CALL,Outbound,Right Party Contact,True,585.0,False,CALL_CENTER,False
CTC-60002180,LN-504266,CUST-105175,2025-06-09,COL-1114,OUTBOUND_CALL,Outbound,Right Party Contact,True,631.0,False,CALL_CENTER,False
CTC-60002525,LN-504948,CUST-106272,2025-06-09,COL-1033,OUTBOUND_CALL,Outbound,No Answer,False,32.0,False,CALL_CENTER,False
CTC-60002747,LN-505383,CUST-103650,2025-06-09,COL-1116,OUTBOUND_CALL,Outbound,Right Party Contact,True,382.0,False,CALL_CENTER,False
CTC-60002882,LN-505722,CUST-107438,2025-06-09,COL-1104,OUTBOUND_CALL,Outbound,No Answer,False,34.0,False,CALL_CENTER,False
CTC-60002955,LN-505859,CUST-101038,2025-06-09,COL-1062,OUTBOUND_CALL,Outbound,No Answer,False,19.0,False,CALL_CENTER,False
CTC-60003044,LN-506034,CUST-106988,2025-06-09,COL-1000,OUTBOUND_CALL,Outbound,Voicemail,False,41.0,False,CALL_CENTER,False
CTC-60003797,LN-507512,CUST-101569,2025-06-09,COL-1020,OUTBOUND_CALL,Outbound,Wrong Party,False,34.0,False,CALL_CENTER,False
CTC-60004096,LN-508125,CUST-104849,2025-06-09,COL-1000,OUTBOUND_CALL,Outbound,Right Party Contact,True,263.0,False,CALL_CENTER,False
CTC-60004246,LN-508404,CUST-105104,2025-06-09,COL-1085,OUTBOUND_CALL,Outbound,Right Party Contact,True,417.0,False,CALL_CENTER,False
CTC-60004585,LN-509146,CUST-102818,2025-06-09,COL-1062,OUTBOUND_CALL,Outbound,No Answer,False,11.0,False,CALL_CENTER,False
CTC-60005438,LN-500993,CUST-100047,2025-06-09,COL-1118,OUTBOUND_CALL,Outbound,Right Party Contact,True,357.0,False,CALL_CENTER,False
CTC-60005459,LN-501019,CUST-107772,2025-06-09,COL-1066,OUTBOUND_CALL,Outbound,Voicemail,False,35.0,False,CALL_CENTER,False
CTC-60005724,LN-501671,CUST-103893,2025-06-09,COL-1008,OUTBOUND_CALL,Outbound,Right Party Contact,True,646.0,False,CALL_CENTER,False
CTC-60007209,LN-505706,CUST-103305,2025-06-09,COL-1118,OUTBOUND_CALL,Outbound,Voicemail,False,28.0,False,CALL_CENTER,False
CTC-60007701,LN-507230,CUST-101047,2025-06-09,COL-1018,OUTBOUND_CALL,Outbound,Busy,False,14.0,False,CALL_CENTER,False
CTC-60008032,LN-508021,CUST-105872,2025-06-09,COL-1072,OUTBOUND_CALL,Outbound,Right Party Contact,True,225.0,False,CALL_CENTER,False
CTC-60008369,LN-508929,CUST-101311,2025-06-09,COL-1009,OUTBOUND_CALL,Outbound,Right Party Contact,True,289.0,False,CALL_CENTER,False
CTC-60008770,LN-509865,CUST-104533,2025-06-09,COL-1048,OUTBOUND_CALL,Outbound,Right Party Contact,True,50.0,False,CALL_CENTER,False
CTC-60009265,LN-501537,CUST-100694,2025-06-09,COL-1107,OUTBOUND_CALL,Outbound,Right Party Contact,True,62.0,False,CALL_CENTER,False
CTC-60009424,LN-502082,CUST-104745,2025-06-09,COL-1053,OUTBOUND_CALL,Outbound,No Answer,False,36.0,False,CALL_CENTER,False
CTC-60010329,LN-504710,CUST-104389,2025-06-09,COL-1107,OUTBOUND_CALL,Outbound,Right Party Contact,True,484.0,False,CALL_CENTER,False
CTC-60010339,LN-504748,CUST-105622,2025-06-09,COL-1077,OUTBOUND_CALL,Outbound,Right Party Contact,True,353.0,False,CALL_CENTER,False
CTC-60010625,LN-505844,CUST-106893,2025-06-09,COL-1010,OUTBOUND_CALL,Outbound,Right Party Contact,True,286.0,False,CALL_CENTER,False
CTC-60010757,LN-506279,CUST-104353,2025-06-09,COL-1042,OUTBOUND_CALL,Outbound,Right Party Contact,True,353.0,False,CALL_CENTER,False
CTC-60011218,LN-508061,CUST-101752,2025-06-09,COL-1004,OUTBOUND_CALL,Outbound,Voicemail,False,36.0,False,CALL_CENTER,False
CTC-60012102,LN-500629,CUST-103976,2025-06-09,COL-1005,OUTBOUND_CALL,Outbound,Wrong Party,False,30.0,False,CALL_CENTER,False
CTC-60012285,LN-500957,CUST-107969,2025-06-09,COL-1094,OUTBOUND_CALL,Outbound,Right Party Contact,True,611.0,False,CALL_CENTER,False
CTC-60012714,LN-501727,CUST-102226,2025-06-09,COL-1083,OUTBOUND_CALL,Outbound,Voicemail,False,16.0,False,CALL_CENTER,False
CTC-60013096,LN-502396,CUST-105786,2025-06-09,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,303.0,False,CALL_CENTER,False
CTC-60013550,LN-503300,CUST-102287,2025-06-09,COL-1108,OUTBOUND_CALL,Outbound,No Answer,False,19.0,False,CALL_CENTER,False
CTC-60014885,LN-505356,CUST-104726,2025-06-09,COL-1088,OUTBOUND_CALL,Outbound,No Answer,False,21.0,False,CALL_CENTER,False
CTC-60014979,LN-505644,CUST-107805,2025-06-09,COL-1057,OUTBOUND_CALL,Outbound,Right Party Contact,True,430.0,False,CALL_CENTER,False
CTC-60016173,LN-507737,CUST-106439,2025-06-09,COL-1088,OUTBOUND_CALL,Outbound,Voicemail,False,24.0,False,CALL_CENTER,False
CTC-60016983,LN-508699,CUST-106993,2025-06-09,COL-1088,OUTBOUND_CALL,Outbound,Voicemail,False,39.0,False,CALL_CENTER,False
CTC-60017047,LN-508744,CUST-100466,2025-06-09,COL-1045,OUTBOUND_CALL,Outbound,Right Party Contact,True,573.0,False,CALL_CENTER,False
CTC-60017405,LN-509563,CUST-104903,2025-06-09,COL-1011,OUTBOUND_CALL,Outbound,No Answer,False,10.0,False,CALL_CENTER,False
CTC-60016173,LN-507737,CUST-106439,2025-06-09,COL-1088,OUTBOUND_CALL,Outbound,Voicemail,False,24.0,False,CALL_CENTER,False
CTC-60005438,LN-500993,CUST-100047,2025-06-09,COL-1118,OUTBOUND_CALL,Outbound,Right Party Contact,True,357.0,False,CALL_CENTER,False
