ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700002,LN-500027,CUST-103608,CTC-60000014,COL-1070,2025-04-27,2025-05-06,84.31,Kept,84.31,2025-05-02
PTP-700119,LN-502426,CUST-103503,CTC-60001224,COL-1025,2025-04-27,2025-05-04,50.0,Kept,50.0,2025-05-03
PTP-700467,LN-508909,CUST-106304,CTC-60004480,COL-1019,2025-04-27,2025-05-06,160.5,Partial,63.77,2025-05-06
PTP-700698,LN-504178,CUST-101791,CTC-60006687,COL-1046,2025-04-27,2025-04-30,140.99,Partial,62.56,2025-04-30
PTP-700905,LN-509963,CUST-107802,CTC-60008824,COL-1000,2025-04-27,2025-05-07,223.2,Broken,0.0,
PTP-700983,LN-502477,CUST-100598,CTC-60009574,COL-1012,2025-04-27,2025-05-02,659.87,Broken,0.0,
PTP-701598,LN-506638,CUST-105308,CTC-60015556,COL-1093,2025-04-27,2025-05-11,1877.38,Kept,1877.38,2025-05-08
PTP-701695,LN-508103,CUST-104940,CTC-60016553,COL-1092,2025-04-27,2025-05-06,726.87,Kept,726.87,2025-05-06
PTP-701733,LN-508631,CUST-106084,CTC-60016959,COL-1009,2025-04-27,2025-05-02,493.28,Kept,493.28,2025-04-27
PTP-701820,LN-509968,CUST-104052,CTC-60017731,COL-1039,2025-04-27,2025-05-02,911.44,Partial,494.66,2025-05-02
