application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200547,CUST-100315,HELOC,92880.42,R6,2025-04-21,Approved,2025-04-22,RISK_ENGINE
APP-200872,CUST-102781,Auto,22171.46,R1,2025-04-21,Declined,2025-04-25,RISK_ENGINE
APP-201578,CUST-106700,Auto,36923.44,R1,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-201922,CUST-104377,Personal,32180.96,R5,2025-04-21,Approved,2025-04-24,RISK_ENGINE
APP-202171,CUST-104110,Auto,28786.85,R4,2025-04-21,Approved,2025-04-22,RISK_ENGINE
APP-202484,CUST-103165,Auto,27797.79,R4,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-203638,CUST-104333,HELOC,104403.41,R2,2025-04-21,Approved,2025-04-22,RISK_ENGINE
APP-205547,CUST-100373,Auto,48259.49,R6,2025-04-21,Declined,2025-04-24,RISK_ENGINE
APP-205662,CUST-100762,HELOC,101426.76,R5,2025-04-21,Approved,2025-04-24,RISK_ENGINE
APP-206576,CUST-105296,Personal,16634.18,R3,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-206592,CUST-105573,Auto,12314.06,R3,2025-04-21,Declined,2025-04-22,RISK_ENGINE
APP-206822,CUST-101576,Auto,21900.57,R5,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-206949,CUST-107902,Personal,8151.07,R7,2025-04-21,Approved,2025-04-24,RISK_ENGINE
APP-206950,CUST-103943,Mortgage,432645.12,R2,2025-04-21,Approved,2025-04-25,RISK_ENGINE
APP-207648,CUST-102524,Auto,18217.31,R1,2025-04-21,Approved,2025-04-24,RISK_ENGINE
APP-208393,CUST-103824,Credit Card,12144.2,R6,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-209978,CUST-107549,Auto,19511.84,R1,2025-04-21,Approved,2025-04-23,RISK_ENGINE
APP-210033,CUST-101258,Personal,13839.2,R6,2025-04-21,Approved,2025-04-22,RISK_ENGINE
APP-210573,CUST-104920,HELOC,107694.59,R3,2025-04-21,Approved,2025-04-23,RISK_ENGINE
