ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700100,LN-501853,CUST-107239,CTC-60000974,COL-1010,2025-01-17,2025-01-27,134.4,Kept,134.4,2025-01-24
PTP-700205,LN-503995,CUST-105765,CTC-60002036,COL-1011,2025-01-17,2025-01-30,83.97,Broken,0.0,
PTP-700318,LN-506207,CUST-107488,CTC-60003125,COL-1015,2025-01-17,2025-01-24,134.44,Broken,0.0,
PTP-700435,LN-508364,CUST-104016,CTC-60004218,COL-1067,2025-01-17,2025-01-20,208.96,Kept,208.96,2025-01-22
PTP-700472,LN-509141,CUST-107358,CTC-60004576,COL-1053,2025-01-17,2025-01-25,50.0,Kept,50.0,2025-01-22
PTP-700508,LN-509690,CUST-106474,CTC-60004852,COL-1111,2025-01-17,2025-01-27,56.58,Kept,56.58,2025-01-20
PTP-700605,LN-501741,CUST-106074,CTC-60005770,COL-1050,2025-01-17,2025-01-20,371.61,Kept,371.61,2025-01-20
PTP-700711,LN-504693,CUST-103728,CTC-60006861,COL-1046,2025-01-17,2025-01-19,167.39,Kept,167.39,2025-01-20
PTP-700745,LN-505820,CUST-102371,CTC-60007237,COL-1007,2025-01-17,2025-01-22,514.8,Broken,0.0,
PTP-700949,LN-501614,CUST-102562,CTC-60009299,COL-1085,2025-01-17,2025-01-28,513.89,Kept,513.89,2025-01-23
PTP-701285,LN-501545,CUST-102191,CTC-60012593,COL-1092,2025-01-17,2025-01-26,702.11,Kept,702.11,2025-01-19
PTP-701346,LN-502630,CUST-103846,CTC-60013200,COL-1034,2025-01-17,2025-01-27,669.73,Kept,669.73,2025-01-20
PTP-701485,LN-504900,CUST-104757,CTC-60014549,COL-1109,2025-01-17,2025-01-26,437.8,Partial,176.62,2025-01-26
PTP-701848,LN-501853,CUST-107239,CTC-60000974,COL-1010,2025-01-17,2025-01-27,163.79,Kept,163.79,2025-01-24
