ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700167,LN-503280,CUST-102753,CTC-60001655,COL-1011,2025-02-27,2025-03-11,89.01,Kept,89.01,2025-03-10
PTP-700270,LN-505174,CUST-104677,CTC-60002642,COL-1116,2025-02-27,2025-03-09,115.81,Kept,115.81,2025-03-05
PTP-700278,LN-505345,CUST-105265,CTC-60002724,COL-1088,2025-02-27,2025-03-10,172.8,Kept,172.8,2025-03-04
PTP-700452,LN-508744,CUST-100466,CTC-60004359,COL-1004,2025-02-27,2025-03-06,107.25,Kept,107.25,2025-03-02
PTP-700582,LN-501267,CUST-104187,CTC-60005530,COL-1115,2025-02-27,2025-03-12,309.07,Kept,309.07,2025-03-04
PTP-701113,LN-506835,CUST-104774,CTC-60010877,COL-1117,2025-02-27,2025-03-08,741.64,Kept,741.64,2025-03-10
PTP-701133,LN-507795,CUST-104504,CTC-60011136,COL-1095,2025-02-27,2025-03-09,471.84,Broken,0.0,
PTP-701447,LN-504152,CUST-105220,CTC-60014144,COL-1064,2025-02-27,2025-03-13,610.4,Kept,610.4,2025-03-12
PTP-701562,LN-506220,CUST-100063,CTC-60015256,COL-1091,2025-02-27,2025-03-08,1310.89,Kept,1310.89,2025-03-10
PTP-701586,LN-506575,CUST-104769,CTC-60015470,COL-1083,2025-02-27,2025-03-01,1339.07,Kept,1339.07,2025-03-01
PTP-701831,LN-500213,CUST-107711,CTC-60011953,COL-1034,2025-02-27,2025-03-13,788.21,Kept,788.21,2025-03-03
PTP-701841,LN-509629,CUST-104191,CTC-60004820,COL-1044,2025-02-27,2025-03-10,188.15,Kept,188.15,2025-03-02
