ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700176,LN-503379,CUST-102343,CTC-60001711,COL-1089,2025-05-12,2025-05-18,78.06,Partial,17.67,2025-05-18
PTP-700438,LN-508425,CUST-102101,CTC-60004262,COL-1111,2025-05-12,2025-05-22,155.0,Kept,155.0,2025-05-15
PTP-700446,LN-508646,CUST-100612,CTC-60004324,COL-1111,2025-05-12,2025-05-19,151.95,Kept,151.95,2025-05-19
PTP-700607,LN-501755,CUST-107127,CTC-60005779,COL-1048,2025-05-12,2025-05-16,306.13,Kept,306.13,2025-05-12
PTP-700615,LN-502169,CUST-106815,CTC-60005899,COL-1009,2025-05-12,2025-05-22,353.14,Broken,0.0,
PTP-700728,LN-505394,CUST-103114,CTC-60007090,COL-1009,2025-05-12,2025-05-22,260.56,Partial,137.46,2025-05-22
PTP-700751,LN-505844,CUST-106893,CTC-60007250,COL-1013,2025-05-12,2025-05-25,319.25,Kept,319.25,2025-05-12
PTP-700784,LN-506830,CUST-103583,CTC-60007563,COL-1018,2025-05-12,2025-05-15,385.29,Kept,385.29,2025-05-14
PTP-700797,LN-507309,CUST-103592,CTC-60007728,COL-1054,2025-05-12,2025-05-17,477.19,Kept,477.19,2025-05-12
PTP-700858,LN-508988,CUST-102274,CTC-60008385,COL-1007,2025-05-12,2025-05-16,312.08,Kept,312.08,2025-05-14
PTP-700904,LN-509933,CUST-104191,CTC-60008798,COL-1068,2025-05-12,2025-05-24,360.76,Broken,0.0,
PTP-700989,LN-502569,CUST-103668,CTC-60009620,COL-1091,2025-05-12,2025-05-18,278.49,Broken,0.0,
PTP-701335,LN-502354,CUST-102146,CTC-60013067,COL-1011,2025-05-12,2025-05-24,661.2,Kept,661.2,2025-05-18
PTP-701513,LN-505217,CUST-100219,CTC-60014763,COL-1006,2025-05-12,2025-05-15,644.43,Partial,299.62,2025-05-15
PTP-701800,LN-509683,CUST-102576,CTC-60017535,COL-1039,2025-05-12,2025-05-20,780.24,Broken,0.0,
PTP-701847,LN-506463,CUST-103863,CTC-60007413,COL-1013,2025-05-12,2025-05-18,319.82,Kept,319.82,2025-05-13
