contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000671,LN-501267,CUST-104187,2025-01-30,COL-1053,OUTBOUND_CALL,Outbound,Right Party Contact,True,65.0,False,CALL_CENTER,False
CTC-60001382,LN-502701,CUST-103278,2025-01-30,COL-1079,OUTBOUND_CALL,Outbound,Right Party Contact,True,441.0,False,CALL_CENTER,False
CTC-60002379,LN-504691,CUST-102605,2025-01-30,COL-1116,OUTBOUND_CALL,Outbound,No Answer,False,35.0,False,CALL_CENTER,False
CTC-60003039,LN-506023,CUST-100737,2025-01-30,COL-1116,OUTBOUND_CALL,Outbound,Voicemail,False,14.0,False,CALL_CENTER,False
CTC-60003919,LN-507788,CUST-105822,2025-01-30,COL-1100,OUTBOUND_CALL,Outbound,No Answer,False,22.0,False,CALL_CENTER,False
CTC-60004267,LN-508434,CUST-107242,2025-01-30,COL-1078,OUTBOUND_CALL,Outbound,Right Party Contact,True,621.0,False,CALL_CENTER,False
CTC-60004392,LN-508789,CUST-106800,2025-01-30,COL-1030,OUTBOUND_CALL,Outbound,No Answer,False,12.0,False,CALL_CENTER,False
CTC-60006242,LN-503061,CUST-104236,2025-01-30,COL-1007,OUTBOUND_CALL,Outbound,Right Party Contact,True,423.0,False,CALL_CENTER,False
CTC-60006322,LN-503285,CUST-102554,2025-01-30,COL-1014,OUTBOUND_CALL,Outbound,Right Party Contact,True,60.0,False,CALL_CENTER,False
CTC-60006708,LN-504192,CUST-104889,2025-01-30,COL-1072,OUTBOUND_CALL,Outbound,Right Party Contact,True,383.0,False,CALL_CENTER,False
CTC-60006925,LN-504872,CUST-102531,2025-01-30,COL-1050,OUTBOUND_CALL,Outbound,Voicemail,False,17.0,False,CALL_CENTER,False
CTC-60007127,LN-505449,CUST-103180,2025-01-30,COL-1102,OUTBOUND_CALL,Outbound,Right Party Contact,True,218.0,False,CALL_CENTER,False
CTC-60007224,LN-505789,CUST-100050,2025-01-30,COL-1046,OUTBOUND_CALL,Outbound,No Answer,False,8.0,False,CALL_CENTER,False
CTC-60008522,LN-509317,CUST-107384,2025-01-30,COL-1028,OUTBOUND_CALL,Outbound,Right Party Contact,True,263.0,False,CALL_CENTER,False
CTC-60008827,LN-509968,CUST-104052,2025-01-30,COL-1014,OUTBOUND_CALL,Outbound,Wrong Party,False,41.0,False,CALL_CENTER,False
CTC-60010230,LN-504468,CUST-101523,2025-01-30,COL-1051,OUTBOUND_CALL,Outbound,No Answer,False,9.0,False,CALL_CENTER,False
CTC-60010732,LN-506230,CUST-104631,2025-01-30,COL-1033,OUTBOUND_CALL,Outbound,No Answer,False,14.0,False,CALL_CENTER,False
CTC-60011328,LN-508327,CUST-107558,2025-01-30,COL-1012,OUTBOUND_CALL,Outbound,No Answer,False,21.0,False,CALL_CENTER,False
CTC-60011694,LN-509610,CUST-106669,2025-01-30,COL-1114,OUTBOUND_CALL,Outbound,No Answer,False,6.0,False,CALL_CENTER,False
CTC-60012193,LN-500764,CUST-103651,2025-01-30,COL-1118,OUTBOUND_CALL,Outbound,Wrong Party,False,17.0,False,CALL_CENTER,False
CTC-60012502,LN-501491,CUST-103777,2025-01-30,COL-1109,OUTBOUND_CALL,Outbound,Right Party Contact,True,605.0,False,CALL_CENTER,False
CTC-60014311,LN-504484,CUST-101545,2025-01-30,COL-1093,OUTBOUND_CALL,Outbound,Right Party Contact,True,516.0,False,CALL_CENTER,False
CTC-60014409,LN-504642,,2025-01-30,COL-1075,OUTBOUND_CALL,Outbound,No Answer,False,16.0,False,CALL_CENTER,True
CTC-60014950,LN-505642,CUST-103182,2025-01-30,COL-1106,OUTBOUND_CALL,Outbound,Right Party Contact,True,405.0,False,CALL_CENTER,False
CTC-60015224,LN-506140,CUST-100550,2025-01-30,COL-1082,OUTBOUND_CALL,Outbound,Right Party Contact,True,220.0,False,CALL_CENTER,False
CTC-60015411,LN-506374,CUST-100118,2025-01-30,COL-1006,OUTBOUND_CALL,Outbound,Right Party Contact,True,158.0,False,CALL_CENTER,False
CTC-60015598,LN-506669,CUST-101195,2025-01-30,COL-1022,OUTBOUND_CALL,Outbound,Right Party Contact,True,67.0,False,CALL_CENTER,False
CTC-60016451,LN-508011,CUST-100605,2025-01-30,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,430.0,False,CALL_CENTER,False
CTC-60016505,LN-508071,CUST-103390,2025-01-30,COL-1022,OUTBOUND_CALL,Outbound,Right Party Contact,True,253.0,False,CALL_CENTER,False
CTC-60017225,LN-509157,CUST-100866,2025-01-30,COL-1064,OUTBOUND_CALL,Outbound,Right Party Contact,True,596.0,False,CALL_CENTER,False
CTC-60003039,LN-506023,CUST-100737,2025-01-30,COL-1116,OUTBOUND_CALL,Outbound,Voicemail,False,14.0,False,CALL_CENTER,False
