loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500179,APP-200190,CUST-106006,Auto,Auto Standard,2025-01-24,2025-01-26,23993.04,0.0451,42,True,Vehicle,2,R4,LOAN_SERVICING
LN-500210,APP-200223,CUST-104226,Auto,Auto Standard,2025-01-24,2025-01-26,8360.06,0.0932,64,True,Vehicle,18,R5,LOAN_SERVICING
LN-501475,APP-201587,CUST-100968,Auto,Auto Standard,2025-01-24,2025-01-25,17899.47,0.054,57,True,Vehicle,24,R4,LOAN_SERVICING
LN-502010,APP-202172,CUST-101389,Auto,Auto Standard,2025-01-24,2025-01-25,40811.72,0.1003,68,True,Vehicle,25,R1,LOAN_SERVICING
LN-502809,APP-203040,CUST-103860,Personal,Personal Standard,2025-01-24,2025-01-26,29576.07,0.1948,50,False,None,7,R6,LOAN_SERVICING
LN-502948,APP-203191,CUST-101351,HELOC,HELOC Standard,2025-01-24,2025-01-26,20790.95,0.0619,153,True,Real Estate,21,R4,LOAN_SERVICING
LN-503974,APP-204309,CUST-106412,Auto,Auto Standard,2025-01-24,2025-01-26,13774.93,0.0896,53,True,Vehicle,19,R2,LOAN_SERVICING
LN-504109,APP-204460,CUST-107850,HELOC,HELOC Standard,2025-01-24,2025-01-24,56491.01,0.098,139,True,Real Estate,6,R1,LOAN_SERVICING
LN-504157,APP-204513,CUST-105695,Auto,Auto Standard,2025-01-24,2025-01-26,30934.18,0.071,50,True,Vehicle,26,R4,LOAN_SERVICING
LN-505263,APP-205718,CUST-100045,Mortgage,Mortgage Standard,2025-01-24,2025-01-26,147542.33,0.0659,302,True,Real Estate,23,R1,LOAN_SERVICING
LN-505723,APP-206221,CUST-100347,Credit Card,Credit Card Standard,2025-01-24,2025-01-25,22617.68,0.1743,0,False,None,3,R3,LOAN_SERVICING
LN-506369,APP-206929,CUST-103772,Personal,Personal Standard,2025-01-24,2025-01-26,5745.37,0.1762,16,False,None,20,R6,LOAN_SERVICING
LN-507497,APP-208144,CUST-107428,Personal,Personal Standard,2025-01-24,2025-01-24,27520.59,0.1388,59,False,None,19,R5,LOAN_SERVICING
LN-508549,APP-209277,CUST-105697,Auto,Auto Standard,2025-01-24,2025-01-24,13214.4,0.0953,42,True,Vehicle,5,R4,LOAN_SERVICING
LN-508773,APP-209517,CUST-103043,Credit Card,Credit Card Standard,2025-01-24,2025-01-24,12704.62,0.2256,0,False,None,25,R6,LOAN_SERVICING
LN-508819,APP-209564,CUST-102552,Auto,Auto Standard,2025-01-24,2025-01-26,44953.81,0.0466,62,True,Vehicle,21,R5,LOAN_SERVICING
LN-509154,APP-209927,CUST-107704,Credit Card,Credit Card Standard,2025-01-24,2025-01-25,21251.63,0.2014,0,False,None,4,R4,LOAN_SERVICING
LN-509801,APP-210634,CUST-106484,Credit Card,Credit Card Standard,2025-01-24,2025-01-25,9788.91,0.1623,0,False,None,9,R1,LOAN_SERVICING
LN-509887,APP-210728,CUST-105714,Credit Card,Credit Card Standard,2025-01-24,2025-01-26,23591.71,0.2085,0,False,None,18,R4,LOAN_SERVICING
