ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700114,LN-502238,CUST-107925,CTC-60001131,COL-1100,2025-05-20,2025-05-25,102.6,Broken,0.0,
PTP-700129,LN-502619,CUST-103081,CTC-60001323,COL-1096,2025-05-20,2025-05-25,50.0,Broken,0.0,
PTP-700686,LN-503926,CUST-106626,CTC-60006580,COL-1074,2025-05-20,2025-05-27,282.89,Partial,88.35,2025-05-27
PTP-700825,LN-508060,CUST-104334,CTC-60008045,COL-1103,2025-05-20,2025-05-28,238.61,Partial,100.42,2025-05-28
PTP-701038,LN-504377,CUST-107080,CTC-60010201,COL-1037,2025-05-20,2025-05-30,380.7,Partial,89.29,2025-05-30
PTP-701110,LN-506655,CUST-106709,CTC-60010849,COL-1107,2025-05-20,2025-05-23,637.28,Kept,637.28,2025-05-24
PTP-701317,LN-502152,CUST-101702,CTC-60012902,COL-1097,2025-05-20,2025-05-24,459.16,Kept,459.16,2025-05-22
PTP-701435,LN-503991,CUST-100836,CTC-60014025,COL-1082,2025-05-20,2025-06-01,1132.36,Kept,1132.36,2025-05-28
PTP-701699,LN-508108,CUST-100114,CTC-60016575,COL-1084,2025-05-20,2025-05-30,936.84,Partial,451.63,2025-05-30
PTP-701711,LN-508288,CUST-102252,CTC-60016780,COL-1084,2025-05-20,2025-05-27,566.65,Kept,566.65,2025-05-21
