ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700048,LN-500768,CUST-100356,CTC-60000418,COL-1019,2025-05-18,2025-05-26,98.64,Broken,0.0,
PTP-700242,LN-504775,,CTC-60002419,COL-1019,2025-05-18,2025-06-01,50.0,Kept,50.0,2025-05-24
PTP-700281,LN-505383,CUST-103650,CTC-60002746,COL-1069,2025-05-18,2025-05-23,50.0,Partial,33.16,2025-05-23
PTP-700293,LN-505826,CUST-101930,CTC-60002916,COL-1028,2025-05-18,2025-05-23,50.0,Kept,50.0,2025-05-23
PTP-700462,LN-508867,CUST-103663,CTC-60004455,COL-1090,2025-05-18,2025-05-28,53.25,Kept,53.25,2025-05-26
PTP-700466,LN-508897,CUST-104679,CTC-60004474,COL-1085,2025-05-18,2025-05-24,50.0,Kept,50.0,2025-05-26
PTP-700532,LN-500006,CUST-104241,CTC-60005083,COL-1115,2025-05-18,2025-05-31,189.43,Kept,189.43,2025-05-22
PTP-700556,LN-500466,CUST-104215,CTC-60005266,COL-1046,2025-05-18,2025-05-29,184.97,Kept,184.97,2025-05-27
PTP-700808,LN-507655,CUST-105060,CTC-60007859,COL-1064,2025-05-18,2025-05-28,264.19,Broken,0.0,
PTP-700992,LN-502594,CUST-107539,CTC-60009648,COL-1037,2025-05-18,2025-05-28,564.73,Kept,564.73,2025-05-28
PTP-701019,LN-503692,CUST-103570,CTC-60009942,COL-1091,2025-05-18,2025-05-28,248.94,Broken,0.0,
PTP-701050,LN-504710,CUST-104389,CTC-60010325,COL-1037,2025-05-18,2025-05-29,227.76,Broken,0.0,
PTP-701684,LN-508011,CUST-100605,CTC-60016478,COL-1108,2025-05-18,2025-05-28,1235.38,Kept,1235.38,2025-05-21
