ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700098,LN-501847,CUST-105058,CTC-60000962,COL-1096,2025-05-29,2025-06-07,124.04,Kept,124.04,2025-06-01
PTP-700305,LN-505926,CUST-104585,CTC-60002991,COL-1069,2025-05-29,2025-06-06,50.0,Kept,50.0,2025-06-05
PTP-700326,LN-506325,CUST-102801,CTC-60003176,COL-1056,2025-05-29,2025-06-08,77.48,Kept,77.48,2025-06-05
PTP-700347,LN-506754,CUST-104429,CTC-60003416,COL-1020,2025-05-29,2025-06-04,50.0,Broken,0.0,
PTP-700577,LN-500995,CUST-106608,CTC-60005447,COL-1009,2025-05-29,2025-06-03,148.69,Broken,0.0,
PTP-700795,LN-507257,CUST-101001,CTC-60007710,COL-1064,2025-05-29,2025-06-06,160.44,Broken,0.0,
PTP-700917,LN-500329,CUST-103032,CTC-60008966,COL-1086,2025-05-29,2025-06-09,593.36,Kept,593.36,2025-06-10
PTP-700941,LN-501397,CUST-100176,CTC-60009235,COL-1053,2025-05-29,2025-06-01,347.61,Kept,347.61,2025-06-02
PTP-700980,LN-502382,CUST-100423,CTC-60009540,COL-1051,2025-05-29,2025-06-05,345.29,Kept,345.29,2025-06-05
PTP-701091,LN-506084,CUST-107999,CTC-60010702,COL-1049,2025-05-29,2025-06-04,457.5,Kept,457.5,2025-05-30
PTP-701125,LN-507309,CUST-103592,CTC-60010993,COL-1029,2025-05-29,2025-06-10,514.57,Kept,514.57,2025-06-01
PTP-701170,LN-508910,CUST-107369,CTC-60011500,COL-1047,2025-05-29,2025-06-11,340.2,Broken,0.0,
PTP-701186,LN-509563,CUST-104903,CTC-60011662,COL-1029,2025-05-29,2025-06-05,542.41,Kept,542.41,2025-05-31
PTP-701267,LN-501173,CUST-101580,CTC-60012395,COL-1017,2025-05-29,2025-06-09,795.9,Partial,278.26,2025-06-09
PTP-701300,LN-501772,CUST-101171,CTC-60012755,COL-1093,2025-05-29,2025-05-31,1256.34,Partial,595.67,2025-05-31
PTP-701451,LN-504182,CUST-105755,CTC-60014169,COL-1088,2025-05-29,2025-06-09,593.17,Broken,0.0,
PTP-701505,LN-505017,CUST-106099,CTC-60014694,COL-1034,2025-05-29,2025-06-10,1024.07,Kept,1024.07,2025-05-30
PTP-701744,LN-508789,CUST-106800,CTC-60017072,COL-1108,2025-05-29,2025-06-09,418.73,Kept,418.73,2025-05-31
PTP-701763,LN-509121,CUST-107546,CTC-60017199,COL-1039,2025-05-29,2025-05-31,563.93,Kept,563.93,2025-05-30
PTP-701791,LN-509621,CUST-105162,CTC-60017485,COL-1034,2025-05-29,2025-05-31,1028.51,Kept,1028.51,2025-06-01
