payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9011530,LN-506584,CUST-100961,2025-02-20,662.0,662.0,Scheduled,Check,Posted,False,False,,2025-02-20,2025-03-02,True,False
PMT-9011679,LN-505047,CUST-103799,2025-02-20,664.36,664.36,Scheduled,Check,Posted,False,False,,2025-02-20,2025-03-02,True,False
PMT-9011851,LN-505214,CUST-104466,2025-02-21,580.46,580.46,Scheduled,Debit Card,Posted,False,False,,2025-02-21,2025-03-02,True,False
PMT-9011910,LN-505798,CUST-106511,2025-02-21,446.49,446.49,Scheduled,ACH,Posted,False,False,,2025-02-21,2025-03-02,True,False
PMT-9011993,LN-502164,CUST-100989,2025-02-21,684.33,684.33,Scheduled,ACH,Posted,False,False,,2025-02-21,2025-03-02,True,False
PMT-9012356,LN-504637,CUST-101718,2025-02-23,336.64,336.64,Scheduled,ACH,Posted,False,False,,2025-02-23,2025-03-02,True,False
PMT-9012385,LN-505869,CUST-107039,2025-02-23,1035.38,1035.38,Scheduled,ACH,Posted,False,False,,2025-02-23,2025-03-02,True,False
PMT-9012473,LN-503469,CUST-101159,2025-02-23,675.5,675.5,Scheduled,Debit Card,Posted,False,False,,2025-02-23,2025-03-02,True,False
PMT-9012501,LN-504106,CUST-104553,2025-02-24,547.85,547.85,Scheduled,Wire,Posted,False,False,,2025-02-24,2025-03-02,True,False
PMT-9013673,LN-502126,CUST-100885,2025-02-28,992.64,992.64,Scheduled,ACH,Posted,False,False,,2025-02-28,2025-03-02,True,False
PMT-9013700,LN-504991,CUST-101452,2025-02-28,1287.78,1287.78,Scheduled,ACH,Posted,False,False,,2025-02-28,2025-03-02,True,False
PMT-9014053,LN-501804,CUST-103749,2025-03-02,1182.16,1182.16,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014054,LN-502002,CUST-106437,2025-03-02,1017.75,1017.75,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014055,LN-509238,CUST-104671,2025-03-02,353.27,353.27,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014056,LN-502841,CUST-105748,2025-03-02,431.44,431.44,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014057,LN-509330,CUST-100361,2025-03-02,971.32,971.32,Scheduled,Debit Card,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014058,LN-508960,CUST-103027,2025-03-02,603.19,603.19,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014059,LN-506505,CUST-100872,2025-03-02,721.69,721.69,Scheduled,Debit Card,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014060,LN-506624,CUST-101341,2025-03-02,570.45,570.45,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014061,LN-506911,CUST-100401,2025-03-02,720.03,720.03,Scheduled,ACH,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014062,LN-506840,CUST-104172,2025-03-02,195.14,0.0,Extra,Debit Card,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014063,LN-502005,CUST-106271,2025-03-02,385.95,385.95,Scheduled,Debit Card,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014064,LN-501101,CUST-105305,2025-03-02,657.65,657.65,Scheduled,Wire,Posted,False,False,,2025-03-02,2025-03-02,False,False
PMT-9014065,LN-503611,CUST-105660,2025-03-02,556.15,556.15,Scheduled,Debit Card,Posted,False,False,,2025-03-02,2025-03-02,False,False
