ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700094,LN-501800,CUST-104417,CTC-60000929,COL-1025,2025-02-06,2025-02-11,185.75,Broken,0.0,
PTP-700239,LN-504691,CUST-102605,CTC-60002381,COL-1004,2025-02-06,2025-02-17,50.0,Kept,50.0,2025-02-15
PTP-700617,LN-502204,CUST-102217,CTC-60005913,COL-1068,2025-02-06,2025-02-20,260.73,Kept,260.73,2025-02-17
PTP-700687,LN-503953,CUST-100965,CTC-60006588,COL-1089,2025-02-06,2025-02-09,481.49,Kept,481.49,2025-02-06
PTP-700705,LN-504570,CUST-106148,CTC-60006824,COL-1069,2025-02-06,2025-02-18,358.87,Kept,358.87,2025-02-17
PTP-700834,LN-508278,CUST-104738,CTC-60008142,COL-1013,2025-02-06,2025-02-11,227.38,Broken,0.0,
PTP-700960,LN-501741,CUST-106074,CTC-60009353,COL-1062,2025-02-06,2025-02-18,512.92,Kept,512.92,2025-02-17
PTP-701326,LN-502262,CUST-102854,CTC-60012989,COL-1092,2025-02-06,2025-02-19,533.64,Kept,533.64,2025-02-15
PTP-701578,LN-506374,CUST-100118,CTC-60015416,COL-1039,2025-02-06,2025-02-18,698.09,Kept,698.09,2025-02-08
PTP-701608,LN-506786,CUST-101191,CTC-60015690,COL-1108,2025-02-06,2025-02-18,609.57,Kept,609.57,2025-02-12
