ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700045,LN-500732,CUST-101398,CTC-60000395,COL-1025,2025-04-29,2025-05-09,195.45,Kept,195.45,2025-04-30
PTP-700358,LN-506936,CUST-102283,CTC-60003506,COL-1070,2025-04-29,2025-05-03,127.09,Kept,127.09,2025-05-04
PTP-700442,LN-508571,CUST-105452,CTC-60004298,COL-1116,2025-04-29,2025-05-11,52.44,Kept,52.44,2025-04-30
PTP-700526,LN-509995,CUST-101532,CTC-60005058,COL-1015,2025-04-29,2025-05-04,50.0,Broken,0.0,
PTP-700551,LN-500339,CUST-103578,CTC-60005225,COL-1065,2025-04-29,2025-05-13,168.31,Kept,168.31,2025-05-04
PTP-700629,LN-502460,CUST-105047,CTC-60006022,COL-1054,2025-04-29,2025-05-12,236.3,Partial,57.53,2025-05-12
PTP-700672,LN-503710,CUST-106661,CTC-60006473,COL-1031,2025-04-29,2025-05-08,207.17,Kept,207.17,2025-05-10
PTP-700693,LN-504132,CUST-100324,CTC-60006640,COL-1089,2025-04-29,2025-05-04,335.19,Kept,335.19,2025-05-04
PTP-700703,LN-504494,CUST-100585,CTC-60006808,COL-1013,2025-04-29,2025-05-03,162.06,Broken,0.0,
PTP-701067,LN-505460,CUST-104653,CTC-60010536,COL-1114,2025-04-29,2025-05-02,455.92,Kept,455.92,2025-04-30
PTP-701294,LN-501714,CUST-104015,CTC-60012692,COL-1093,2025-04-29,2025-05-05,574.72,Kept,574.72,2025-05-04
PTP-701433,LN-503991,CUST-100836,CTC-60014017,COL-1082,2025-04-29,2025-05-04,619.57,Broken,0.0,
PTP-701535,LN-505500,CUST-100110,CTC-60014936,COL-1094,2025-04-29,2025-05-06,831.35,Kept,831.35,2025-04-30
PTP-701692,LN-508102,CUST-105183,CTC-60016530,COL-1083,2025-04-29,2025-05-01,415.56,Kept,415.56,2025-05-03
PTP-701760,LN-509118,CUST-103672,CTC-60017190,COL-1093,2025-04-29,2025-05-05,732.29,Kept,732.29,2025-05-03
