loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500267,APP-200286,CUST-102510,Credit Card,Credit Card Standard,2025-04-15,2025-04-17,4774.42,0.176,0,False,None,13,R1,LOAN_SERVICING
LN-501176,APP-201259,CUST-106413,Credit Card,Credit Card Standard,2025-04-15,2025-04-15,19554.71,0.2232,0,False,None,11,R7,LOAN_SERVICING
LN-501215,APP-201304,CUST-103176,Credit Card,Credit Card Standard,2025-04-15,2025-04-16,1151.71,0.1697,0,False,None,5,R2,LOAN_SERVICING
LN-501417,APP-201524,CUST-103484,Auto,Auto Standard,2025-04-15,2025-04-16,51329.8,0.0921,71,True,Vehicle,6,R3,LOAN_SERVICING
LN-501635,APP-201764,CUST-106768,Auto,Auto Standard,2025-04-15,2025-04-16,38822.88,0.1097,70,True,Vehicle,22,R1,LOAN_SERVICING
LN-502375,APP-202570,CUST-100348,Auto,Auto Standard,2025-04-15,2025-04-15,29990.82,0.1034,48,True,Vehicle,2,R1,LOAN_SERVICING
LN-502401,APP-202596,CUST-102661,HELOC,HELOC Standard,2025-04-15,2025-04-17,88245.01,0.0744,95,True,Real Estate,28,R3,LOAN_SERVICING
LN-502924,APP-203165,CUST-106821,Auto,Auto Standard,2025-04-15,2025-04-17,47531.1,0.0866,60,True,Vehicle,10,R5,LOAN_SERVICING
LN-503050,APP-203301,CUST-104258,Auto,Auto Standard,2025-04-15,2025-04-15,53607.44,0.0843,46,True,Vehicle,19,R6,LOAN_SERVICING
LN-503121,APP-203382,CUST-107638,Auto,Auto Standard,2025-04-15,2025-04-17,12909.4,0.0772,41,True,Vehicle,14,R1,LOAN_SERVICING
LN-503235,APP-203507,CUST-106105,Credit Card,Credit Card Standard,2025-04-15,2025-04-15,17960.75,0.1983,0,False,None,11,R4,LOAN_SERVICING
LN-503735,APP-204047,CUST-105064,Auto,Auto Standard,2025-04-15,2025-04-15,19587.01,0.0902,51,True,Vehicle,6,R1,LOAN_SERVICING
LN-504222,APP-204583,CUST-102186,Credit Card,Credit Card Standard,2025-04-15,2025-04-15,9508.33,0.2273,0,False,None,3,R5,LOAN_SERVICING
LN-504410,APP-204777,CUST-100814,HELOC,HELOC Standard,2025-04-15,2025-04-17,88648.04,0.0687,131,True,Real Estate,23,R4,LOAN_SERVICING
LN-504644,APP-205030,CUST-100262,Auto,Auto Standard,2025-04-15,2025-04-16,19833.49,0.0671,64,True,Vehicle,10,R6,LOAN_SERVICING
LN-504857,APP-205264,CUST-103280,Auto,Auto Standard,2025-04-15,2025-04-16,40793.4,0.1098,65,True,Vehicle,13,R5,LOAN_SERVICING
LN-505720,APP-206217,CUST-104323,HELOC,HELOC Standard,2025-04-15,2025-04-17,46074.06,0.0937,161,True,Real Estate,24,R4,LOAN_SERVICING
LN-506159,APP-206690,CUST-103057,Auto,Auto Standard,2025-04-15,2025-04-17,27845.24,0.0565,71,True,Vehicle,21,R2,LOAN_SERVICING
LN-506535,APP-207105,CUST-102110,Personal,Personal Standard,2025-04-15,2025-04-16,21933.26,0.1801,15,False,None,27,R5,LOAN_SERVICING
LN-506564,APP-207134,CUST-102117,Auto,Auto Standard,2025-04-15,2025-04-15,19096.32,0.0894,64,True,Vehicle,23,R5,LOAN_SERVICING
LN-506579,APP-207151,CUST-105078,Credit Card,Credit Card Standard,2025-04-15,2025-04-16,16776.38,0.19,0,False,None,2,R3,LOAN_SERVICING
LN-506666,APP-207241,CUST-105218,Auto,Auto Standard,2025-04-15,2025-04-16,41319.45,0.1038,45,True,Vehicle,16,R1,LOAN_SERVICING
LN-506707,APP-207289,CUST-106066,Credit Card,Credit Card Standard,2025-04-15,2025-04-17,18183.81,0.1519,0,False,None,16,R1,LOAN_SERVICING
LN-508164,APP-208855,CUST-101679,Credit Card,Credit Card Standard,2025-04-15,2025-04-16,23318.4,0.1941,0,False,None,25,R1,LOAN_SERVICING
LN-508408,APP-209122,CUST-107629,Auto,Auto Standard,2025-04-15,2025-04-15,41055.4,0.0839,69,True,Vehicle,7,R2,LOAN_SERVICING
LN-508705,APP-209446,CUST-103200,Auto,Auto Standard,2025-04-15,2025-04-15,27484.13,0.0693,51,True,Vehicle,8,R4,LOAN_SERVICING
