ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700212,LN-504109,CUST-107850,CTC-60002082,COL-1033,2025-06-29,2025-07-09,139.23,Broken,0.0,
PTP-700333,LN-506476,CUST-106750,CTC-60003257,COL-1085,2025-06-29,2025-07-05,54.75,Kept,54.75,2025-07-06
PTP-700418,LN-508095,CUST-101095,CTC-60004088,COL-1111,2025-06-29,2025-07-02,50.0,Kept,50.0,2025-07-02
PTP-700474,LN-509151,CUST-105302,CTC-60004589,COL-1028,2025-06-29,2025-07-09,209.15,Broken,0.0,
PTP-700488,LN-509343,CUST-100457,CTC-60004684,COL-1079,2025-06-29,2025-07-11,114.77,Kept,114.77,2025-07-08
PTP-700669,LN-503656,CUST-102336,CTC-60006447,COL-1008,2025-06-29,2025-07-06,307.92,Kept,307.92,2025-07-02
PTP-700894,LN-509743,CUST-101608,CTC-60008703,COL-1007,2025-06-29,2025-07-08,443.55,Kept,443.55,2025-06-30
PTP-700933,LN-501019,CUST-107772,CTC-60009126,COL-1051,2025-06-29,2025-07-09,305.48,Kept,305.48,2025-07-04
PTP-701386,LN-503300,CUST-102287,CTC-60013557,COL-1084,2025-06-29,2025-07-13,989.8,Kept,989.8,2025-07-03
PTP-701387,LN-503313,CUST-107019,CTC-60013562,COL-1083,2025-06-29,2025-07-11,899.5,Kept,899.5,2025-07-12
PTP-701398,LN-503478,CUST-102549,CTC-60013706,COL-1017,2025-06-29,2025-07-12,428.63,Kept,428.63,2025-06-29
PTP-701422,LN-503852,CUST-101904,CTC-60013959,COL-1092,2025-06-29,2025-07-06,521.79,Kept,521.79,2025-07-08
PTP-701528,LN-505356,CUST-104726,CTC-60014889,COL-1065,2025-06-29,2025-07-01,771.27,Kept,771.27,2025-06-29
PTP-701551,LN-505917,CUST-104586,CTC-60015100,COL-1036,2025-06-29,2025-07-08,1050.99,Kept,1050.99,2025-07-04
PTP-701659,LN-507737,CUST-106439,CTC-60016179,COL-1003,2025-06-29,2025-07-13,1320.75,Broken,0.0,
PTP-701781,LN-509457,CUST-103085,CTC-60017404,COL-1075,2025-06-29,2025-07-08,748.52,Kept,748.52,2025-07-10
