customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-107172,2025-06-03,2025-06-15,639,R5,True,CREDIT_BUREAU
CUST-106820,2025-06-03,2025-06-15,674,R4,True,CREDIT_BUREAU
CUST-100945,2025-06-03,2025-06-15,666,R4,True,CREDIT_BUREAU
CUST-105546,2025-06-03,2025-06-15,709,R3,True,CREDIT_BUREAU
CUST-103892,2025-06-03,2025-06-15,687,R4,True,CREDIT_BUREAU
CUST-100024,2025-06-03,2025-06-15,679,R4,True,CREDIT_BUREAU
CUST-103941,2025-06-03,2025-06-15,775,R2,True,CREDIT_BUREAU
CUST-105819,2025-06-03,2025-06-15,759,R2,True,CREDIT_BUREAU
CUST-102507,2025-06-03,2025-06-15,663,R4,True,CREDIT_BUREAU
CUST-100273,2025-06-03,2025-06-15,622,R5,True,CREDIT_BUREAU
CUST-102761,2025-06-03,2025-06-15,772,R2,True,CREDIT_BUREAU
CUST-104009,2025-06-03,2025-06-15,682,R4,True,CREDIT_BUREAU
CUST-101468,2025-06-03,2025-06-15,769,R2,True,CREDIT_BUREAU
CUST-106437,2025-06-03,2025-06-15,680,R4,True,CREDIT_BUREAU
CUST-100772,2025-06-03,2025-06-15,683,R4,True,CREDIT_BUREAU
CUST-102971,2025-06-03,2025-06-15,706,R3,True,CREDIT_BUREAU
CUST-104784,2025-06-03,2025-06-15,673,R4,True,CREDIT_BUREAU
CUST-104928,2025-06-03,2025-06-15,765,R2,True,CREDIT_BUREAU
CUST-106291,2025-06-03,2025-06-15,737,R3,True,CREDIT_BUREAU
CUST-107570,2025-06-03,2025-06-15,828,R1,True,CREDIT_BUREAU
CUST-105067,2025-06-03,2025-06-15,681,R4,True,CREDIT_BUREAU
CUST-107524,2025-06-03,2025-06-15,683,R4,True,CREDIT_BUREAU
CUST-103891,2025-06-03,2025-06-15,689,R4,True,CREDIT_BUREAU
CUST-103419,2025-06-03,2025-06-15,575,R7,True,CREDIT_BUREAU
CUST-103126,2025-06-03,2025-06-15,764,R2,True,CREDIT_BUREAU
CUST-103404,2025-06-03,2025-06-15,771,R2,True,CREDIT_BUREAU
CUST-101763,2025-06-03,2025-06-15,818,R1,True,CREDIT_BUREAU
CUST-105126,2025-06-03,2025-06-15,724,R3,True,CREDIT_BUREAU
CUST-100496,2025-06-03,2025-06-15,593,R6,True,CREDIT_BUREAU
CUST-102596,2025-06-03,2025-06-15,817,R1,True,CREDIT_BUREAU
CUST-104957,2025-06-03,2025-06-15,744,R2,True,CREDIT_BUREAU
CUST-103486,2025-06-03,2025-06-15,641,R5,True,CREDIT_BUREAU
CUST-102127,2025-06-03,2025-06-15,715,R3,True,CREDIT_BUREAU
CUST-103238,2025-06-03,2025-06-15,694,R4,True,CREDIT_BUREAU
CUST-105534,2025-06-03,2025-06-15,723,R3,True,CREDIT_BUREAU
CUST-107999,2025-06-03,2025-06-15,626,R5,True,CREDIT_BUREAU
CUST-101026,2025-06-03,2025-06-15,815,R1,True,CREDIT_BUREAU
CUST-104718,2025-06-03,2025-06-15,670,R4,True,CREDIT_BUREAU
CUST-100716,2025-06-03,2025-06-15,740,R2,True,CREDIT_BUREAU
CUST-105423,2025-06-03,2025-06-15,589,R6,True,CREDIT_BUREAU
CUST-107655,2025-06-03,2025-06-15,777,R2,True,CREDIT_BUREAU
CUST-100659,2025-06-03,2025-06-15,679,R4,True,CREDIT_BUREAU
CUST-107918,2025-06-03,2025-06-15,671,R4,True,CREDIT_BUREAU
CUST-101025,2025-06-03,2025-06-15,717,R3,True,CREDIT_BUREAU
CUST-105997,2025-06-03,2025-06-15,587,R6,True,CREDIT_BUREAU
CUST-107709,2025-06-03,2025-06-15,723,R3,True,CREDIT_BUREAU
CUST-105244,2025-06-03,2025-06-15,776,R2,True,CREDIT_BUREAU
CUST-102019,2025-06-03,2025-06-15,633,R5,True,CREDIT_BUREAU
