payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9020220,LN-507300,CUST-100797,2025-03-24,1192.57,1192.57,Scheduled,ACH,Posted,False,False,,2025-03-24,2025-04-03,True,False
PMT-9021379,LN-502239,CUST-106699,2025-03-28,784.64,784.64,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-04-03,True,False
PMT-9021593,LN-507762,CUST-102223,2025-04-01,517.43,517.43,Scheduled,ACH,Returned,False,True,,2025-04-01,2025-04-03,True,False
PMT-9021606,LN-508348,CUST-102407,2025-04-01,551.85,551.85,Scheduled,Check,Posted,False,False,,2025-04-01,2025-04-03,True,False
PMT-9022160,LN-502663,CUST-106510,2025-04-03,251.41,251.41,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022161,LN-508468,CUST-107885,2025-04-03,411.95,411.95,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022162,LN-501027,CUST-101220,2025-04-03,1074.74,1074.74,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022163,LN-501256,CUST-104638,2025-04-03,226.54,226.54,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022164,LN-500589,CUST-101759,2025-04-03,164.39,0.0,Extra,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022166,LN-508985,CUST-105407,2025-04-03,788.26,788.26,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022167,LN-509369,CUST-101901,2025-04-03,471.5,471.5,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022168,LN-501250,CUST-102233,2025-04-03,943.37,943.37,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022169,LN-506511,CUST-104253,2025-04-03,129.48,129.48,Scheduled,ACH,Returned,False,True,,2025-04-03,2025-04-03,False,False
PMT-9022170,LN-508462,CUST-106467,2025-04-03,108.11,108.11,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022171,LN-503520,CUST-103565,2025-04-03,312.47,312.47,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022172,LN-502686,CUST-100456,2025-04-03,2409.57,2409.57,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022173,LN-503516,CUST-104043,2025-04-03,200.52,200.52,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022174,LN-506498,CUST-102603,2025-04-03,787.41,787.41,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022175,LN-502704,CUST-101456,2025-04-03,482.48,482.48,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022176,LN-502285,CUST-100718,2025-04-03,583.2,583.2,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022177,LN-509377,CUST-101257,2025-04-03,477.65,477.65,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022178,LN-505638,CUST-106126,2025-04-03,1282.31,1282.31,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022179,LN-506749,CUST-105586,2025-04-03,589.42,589.42,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022180,LN-500861,CUST-101280,2025-04-03,648.95,648.95,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022181,LN-506750,CUST-107602,2025-04-03,686.71,686.71,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022182,LN-509967,CUST-102185,2025-04-03,1373.0,1373.0,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022183,LN-502545,CUST-104981,2025-04-03,955.78,955.78,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022184,LN-509092,CUST-101800,2025-04-03,88.98,88.98,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022185,LN-506054,CUST-106360,2025-04-03,804.5,804.5,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022186,LN-506867,CUST-103428,2025-04-03,1067.42,1067.42,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022187,LN-502269,CUST-105743,2025-04-03,821.13,821.13,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022188,LN-506037,CUST-107531,2025-04-03,852.06,852.06,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022189,LN-506866,CUST-101758,2025-04-03,105.19,105.19,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022190,LN-509695,CUST-105909,2025-04-03,303.24,303.24,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022191,LN-509701,CUST-107500,2025-04-03,677.51,677.51,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022192,LN-509101,CUST-106503,2025-04-03,405.08,405.08,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022193,LN-505689,CUST-101350,2025-04-03,500.26,500.26,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022194,LN-503169,CUST-104990,2025-04-03,1104.19,1104.19,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022195,LN-500687,CUST-100585,2025-04-03,958.66,958.66,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022196,LN-503212,CUST-105561,2025-04-03,660.8,660.8,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022197,LN-506873,CUST-104244,2025-04-03,64.87,64.87,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022198,LN-509976,CUST-102504,2025-04-03,150.27,150.27,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022199,LN-500891,CUST-101040,2025-04-03,356.31,356.31,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022200,LN-502003,CUST-100202,2025-04-03,432.47,432.47,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022201,LN-506904,CUST-103359,2025-04-03,326.51,0.0,Extra,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022203,LN-506128,CUST-102760,2025-04-03,197.18,197.18,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022204,LN-506127,CUST-107082,2025-04-03,115.37,115.37,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022205,LN-503245,CUST-102792,2025-04-03,490.96,490.96,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022206,LN-503243,CUST-103500,2025-04-03,692.92,692.92,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022207,LN-500835,CUST-106751,2025-04-03,493.13,493.13,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022209,LN-509638,CUST-107888,2025-04-03,611.52,611.52,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022210,LN-507199,CUST-101601,2025-04-03,452.04,452.04,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022211,LN-507436,CUST-104992,2025-04-03,2049.29,2049.29,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022212,LN-509647,CUST-106484,2025-04-03,891.4,891.4,Scheduled,Wire,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022213,LN-506880,CUST-101223,2025-04-03,1355.5,1355.5,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022214,LN-507614,CUST-100020,2025-04-03,649.79,649.79,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022215,LN-501407,CUST-106197,2025-04-03,875.97,875.97,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022216,LN-505628,CUST-102452,2025-04-03,24.39,24.39,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022217,LN-505583,CUST-100675,2025-04-03,893.36,893.36,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022218,LN-506906,CUST-104537,2025-04-03,315.28,315.28,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022219,LN-506767,CUST-105216,2025-04-03,984.3,984.3,Scheduled,Cash,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022220,LN-507582,CUST-107262,2025-04-03,185.33,185.33,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022221,LN-505796,CUST-107528,2025-04-03,851.26,851.26,Scheduled,Check,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022222,LN-506810,CUST-104231,2025-04-03,327.6,327.6,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022223,LN-505803,CUST-107176,2025-04-03,125.68,125.68,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022224,LN-509137,CUST-101151,2025-04-03,545.77,545.77,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022225,LN-505805,CUST-102127,2025-04-03,247.63,247.63,Scheduled,ACH,Posted,False,False,,2025-04-03,2025-04-03,False,False
PMT-9022226,LN-507549,CUST-102741,2025-04-03,25.65,25.65,Scheduled,Debit Card,Posted,False,False,,2025-04-03,2025-04-03,False,False
