loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500349,APP-200372,CUST-107781,Auto,Auto Standard,2024-02-14,2024-02-15,47887.94,0.1022,36,True,Vehicle,21,R4,LOAN_SERVICING
LN-500588,APP-200627,CUST-107950,Personal,Personal Standard,2024-02-14,2024-02-15,16321.14,0.1116,52,False,None,19,R3,LOAN_SERVICING
LN-501481,APP-201593,CUST-101628,Auto,Auto Standard,2024-02-14,2024-02-14,16647.87,0.0629,38,True,Vehicle,22,R7,LOAN_SERVICING
LN-501934,APP-202089,CUST-101387,Auto,Auto Standard,2024-02-14,2024-02-15,12876.45,0.0468,71,True,Vehicle,7,R3,LOAN_SERVICING
LN-502239,APP-202421,CUST-106699,Auto,Auto Standard,2024-02-14,2024-02-14,43155.17,0.0913,55,True,Vehicle,28,R3,LOAN_SERVICING
LN-502477,APP-202682,CUST-100598,Personal,Personal Standard,2024-02-14,2024-02-15,33622.79,0.1987,40,False,None,2,R3,LOAN_SERVICING
LN-503168,APP-203434,CUST-105822,Auto,Auto Standard,2024-02-14,2024-02-14,54735.33,0.0608,53,True,Vehicle,10,R5,LOAN_SERVICING
LN-503310,APP-203590,CUST-106248,Personal,Personal Standard,2024-02-14,2024-02-14,23449.32,0.1421,50,False,None,10,R3,LOAN_SERVICING
LN-503504,APP-203801,CUST-107365,Personal,Personal Standard,2024-02-14,2024-02-14,9638.29,0.2145,47,False,None,24,R6,LOAN_SERVICING
LN-503838,APP-204161,CUST-106564,Personal,Personal Standard,2024-02-14,2024-02-15,16491.9,0.1871,37,False,None,27,R4,LOAN_SERVICING
LN-504563,APP-204943,CUST-101219,Personal,Personal Standard,2024-02-14,2024-02-15,19602.73,0.1882,54,False,None,20,R1,LOAN_SERVICING
LN-504679,APP-205071,CUST-107760,Credit Card,Credit Card Standard,2024-02-14,2024-02-16,22438.72,0.1504,0,False,None,11,R2,LOAN_SERVICING
LN-505151,APP-205597,CUST-107966,Auto,Auto Standard,2024-02-14,2024-02-16,30552.78,0.0953,65,True,Vehicle,25,R6,LOAN_SERVICING
LN-505818,APP-206321,CUST-101517,Personal,Personal Standard,2024-02-14,2024-02-14,8642.93,0.1764,30,False,None,13,R4,LOAN_SERVICING
LN-507628,APP-208283,CUST-103409,Personal,Personal Standard,2024-02-14,2024-02-15,4260.09,0.1009,24,False,None,21,R5,LOAN_SERVICING
LN-507771,APP-208433,CUST-101403,Personal,Personal Standard,2024-02-14,2024-02-16,20478.37,0.2085,39,False,None,11,R1,LOAN_SERVICING
LN-507777,APP-208440,CUST-101784,Credit Card,Credit Card Standard,2024-02-14,2024-02-14,10755.47,0.238,0,False,None,22,R3,LOAN_SERVICING
LN-508284,APP-208983,CUST-101304,Auto,Auto Standard,2024-02-14,2024-02-15,34119.6,0.0717,55,True,Vehicle,26,R2,LOAN_SERVICING
LN-508957,APP-209712,CUST-103766,Credit Card,Credit Card Standard,2024-02-14,2024-02-14,21025.61,0.1726,0,False,None,4,R3,LOAN_SERVICING
LN-509004,APP-209762,CUST-104019,Credit Card,Credit Card Standard,2024-02-14,2024-02-15,18008.7,0.2538,0,False,None,28,R1,LOAN_SERVICING
LN-509226,APP-210007,CUST-103595,Auto,Auto Standard,2024-02-14,2024-02-16,42915.14,0.0565,69,True,Vehicle,7,R3,LOAN_SERVICING
LN-509352,APP-210141,CUST-103485,Credit Card,Credit Card Standard,2024-02-14,2024-02-14,15035.93,0.1596,0,False,None,12,R3,LOAN_SERVICING
LN-509543,APP-210350,CUST-104640,Personal,Personal Standard,2024-02-14,2024-02-15,12642.66,0.1276,32,False,None,17,R5,LOAN_SERVICING
LN-509935,APP-210777,CUST-104090,HELOC,HELOC Standard,2024-02-14,2024-02-16,47202.45,0.0657,129,True,Real Estate,28,R3,LOAN_SERVICING
