ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700083,LN-501577,CUST-105382,CTC-60000822,COL-1104,2025-05-05,2025-05-08,139.58,Broken,0.0,
PTP-700429,LN-508200,CUST-103340,CTC-60004139,COL-1079,2025-05-05,2025-05-16,50.0,Partial,23.51,2025-05-16
PTP-700586,LN-501384,CUST-106937,CTC-60005581,COL-1118,2025-05-05,2025-05-19,264.35,Kept,264.35,2025-05-14
PTP-700613,LN-502082,CUST-104745,CTC-60005863,COL-1046,2025-05-05,2025-05-17,271.72,Partial,178.26,2025-05-17
PTP-700896,LN-509807,CUST-105144,CTC-60008738,COL-1064,2025-05-05,2025-05-10,421.37,Kept,421.37,2025-05-09
PTP-700950,LN-501633,CUST-101927,CTC-60009305,COL-1077,2025-05-05,2025-05-15,358.77,Partial,157.53,2025-05-15
PTP-700987,LN-502556,CUST-104888,CTC-60009614,COL-1078,2025-05-05,2025-05-08,479.49,Broken,0.0,
PTP-701177,LN-509201,CUST-104308,CTC-60011552,COL-1037,2025-05-05,2025-05-19,210.15,Kept,210.15,2025-05-05
PTP-701316,LN-502152,CUST-101702,CTC-60012896,COL-1092,2025-05-05,2025-05-10,423.98,Broken,0.0,
PTP-701321,LN-502204,CUST-102217,CTC-60012973,COL-1110,2025-05-05,2025-05-16,925.25,Kept,925.25,2025-05-11
PTP-701353,LN-502656,CUST-103938,CTC-60013243,COL-1106,2025-05-05,2025-05-07,1486.91,Kept,1486.91,2025-05-07
PTP-701368,LN-503117,CUST-102869,CTC-60013368,COL-1097,2025-05-05,2025-05-15,1132.39,Kept,1132.39,2025-05-15
PTP-701468,LN-504570,CUST-106148,CTC-60014344,COL-1006,2025-05-05,2025-05-17,555.58,Kept,555.58,2025-05-06
PTP-701533,LN-505449,CUST-103180,CTC-60014906,COL-1012,2025-05-05,2025-05-11,500.39,Broken,0.0,
PTP-701710,LN-508288,CUST-102252,CTC-60016774,COL-1034,2025-05-05,2025-05-12,656.43,Kept,656.43,2025-05-05
PTP-701762,LN-509118,CUST-103672,CTC-60017193,COL-1039,2025-05-05,2025-05-16,715.88,Broken,0.0,
