ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700193,LN-503698,CUST-101843,CTC-60001880,COL-1096,2025-06-05,2025-06-09,88.32,Kept,88.32,2025-06-05
PTP-700498,LN-509497,CUST-105883,CTC-60004762,COL-1000,2025-06-05,2025-06-13,225.55,Kept,225.55,2025-06-11
PTP-700535,LN-500026,CUST-106068,CTC-60005102,COL-1048,2025-06-05,2025-06-14,191.47,Broken,0.0,
PTP-700666,LN-503577,CUST-106548,CTC-60006425,COL-1115,2025-06-05,2025-06-07,339.87,Kept,339.87,2025-06-05
PTP-700709,LN-504649,CUST-107477,CTC-60006840,COL-1008,2025-06-05,2025-06-10,390.63,Kept,390.63,2025-06-09
PTP-700877,LN-509399,CUST-107964,CTC-60008555,COL-1048,2025-06-05,2025-06-11,220.51,Broken,0.0,
PTP-701089,LN-505946,CUST-105106,CTC-60010680,COL-1042,2025-06-05,2025-06-16,535.5,Kept,535.5,2025-06-17
PTP-701235,LN-500684,CUST-103766,CTC-60012139,COL-1036,2025-06-05,2025-06-07,383.37,Kept,383.37,2025-06-07
PTP-701318,LN-502152,CUST-101702,CTC-60012907,COL-1057,2025-06-05,2025-06-13,1173.95,Kept,1173.95,2025-06-14
PTP-701393,LN-503442,CUST-100824,CTC-60013653,COL-1082,2025-06-05,2025-06-19,816.47,Kept,816.47,2025-06-07
PTP-701534,LN-505460,CUST-104653,CTC-60014928,COL-1108,2025-06-05,2025-06-09,630.39,Broken,0.0,
PTP-701624,LN-507167,CUST-107774,CTC-60015881,COL-1092,2025-06-05,2025-06-09,598.87,Kept,598.87,2025-06-10
PTP-701745,LN-508789,CUST-106800,CTC-60017074,COL-1057,2025-06-05,2025-06-15,954.45,Kept,954.45,2025-06-06
