loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500521,APP-200554,CUST-105437,Auto,Auto Standard,2024-01-10,2024-01-11,19613.13,0.0866,70,True,Vehicle,21,R7,LOAN_SERVICING
LN-500831,APP-200892,CUST-102489,Auto,Auto Standard,2024-01-10,2024-01-10,21626.57,0.0786,45,True,Vehicle,14,R2,LOAN_SERVICING
LN-502630,APP-202852,CUST-103846,Auto,Auto Standard,2024-01-10,2024-01-10,30079.81,0.0844,62,True,Vehicle,9,R5,LOAN_SERVICING
LN-503095,APP-203351,CUST-106989,Auto,Auto Standard,2024-01-10,2024-01-12,12871.02,0.0863,59,True,Vehicle,1,R2,LOAN_SERVICING
LN-503493,APP-203790,CUST-102966,Auto,Auto Standard,2024-01-10,2024-01-10,54139.0,0.0701,59,True,Vehicle,6,R2,LOAN_SERVICING
LN-503673,APP-203982,CUST-105461,Auto,Auto Standard,2024-01-10,2024-01-12,10679.51,0.0754,52,True,Vehicle,10,R3,LOAN_SERVICING
LN-503827,APP-204147,CUST-107188,Personal,Personal Standard,2024-01-10,2024-01-12,16274.28,0.2058,20,False,None,4,R3,LOAN_SERVICING
LN-504468,APP-204841,CUST-101523,Auto,Auto Standard,2024-01-10,2024-01-11,52903.05,0.0974,37,True,Vehicle,10,R6,LOAN_SERVICING
LN-505290,APP-205746,CUST-107357,Auto,Auto Standard,2024-01-10,2024-01-10,28868.44,0.0642,70,True,Vehicle,28,R3,LOAN_SERVICING
LN-505782,APP-206283,CUST-100425,Auto,Auto Standard,2024-01-10,2024-01-11,53420.02,0.071,67,True,Vehicle,4,R1,LOAN_SERVICING
LN-506041,APP-206562,CUST-102853,Auto,Auto Standard,2024-01-10,2024-01-10,52912.27,0.0894,70,True,Vehicle,13,R7,LOAN_SERVICING
LN-506194,APP-206726,CUST-103229,Auto,Auto Standard,2024-01-10,2024-01-12,12114.51,0.068,72,True,Vehicle,8,R5,LOAN_SERVICING
LN-507032,APP-207631,CUST-106016,Auto,Auto Standard,2024-01-10,2024-01-12,31513.81,0.0953,39,True,Vehicle,17,R2,LOAN_SERVICING
LN-507692,APP-208349,CUST-103418,Personal,Personal Standard,2024-01-10,2024-01-10,26798.1,0.0904,56,False,None,8,R5,LOAN_SERVICING
LN-508305,APP-209007,CUST-102373,Credit Card,Credit Card Standard,2024-01-10,2024-01-12,8346.47,0.203,0,False,None,4,R5,LOAN_SERVICING
LN-508750,APP-209493,CUST-100955,Auto,Auto Standard,2024-01-10,2024-01-12,18559.95,0.1022,37,True,Vehicle,1,R4,LOAN_SERVICING
