loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500679,APP-200728,CUST-102903,Auto,Auto Standard,2024-10-16,2024-10-18,29857.08,0.088,63,True,Vehicle,16,R4,LOAN_SERVICING
LN-500774,APP-200829,CUST-107615,Personal,Personal Standard,2024-10-16,2024-10-16,31822.51,0.0841,19,False,None,8,R3,LOAN_SERVICING
LN-501391,APP-201496,CUST-101647,Personal,Personal Standard,2024-10-16,2024-10-18,31104.6,0.0995,23,False,None,4,R4,LOAN_SERVICING
LN-501572,APP-201694,CUST-102386,Personal,Personal Standard,2024-10-16,2024-10-16,2181.44,0.1793,24,False,None,16,R5,LOAN_SERVICING
LN-501661,APP-201792,CUST-107273,Personal,Personal Standard,2024-10-16,2024-10-16,15807.22,0.1336,15,False,None,19,R2,LOAN_SERVICING
LN-502464,APP-202668,CUST-104001,Auto,Auto Standard,2024-10-16,2024-10-18,10700.93,0.0489,62,True,Vehicle,19,R3,LOAN_SERVICING
LN-502999,APP-203245,CUST-104327,Credit Card,Credit Card Standard,2024-10-16,2024-10-16,4585.03,0.2328,0,False,None,13,R7,LOAN_SERVICING
LN-503001,APP-203249,CUST-104259,Auto,Auto Standard,2024-10-16,2024-10-18,29388.24,0.0636,52,True,Vehicle,17,R4,LOAN_SERVICING
LN-503515,APP-203813,CUST-100468,Credit Card,Credit Card Standard,2024-10-16,2024-10-17,7357.86,0.2509,0,False,None,10,R2,LOAN_SERVICING
LN-504531,APP-204906,CUST-107277,Auto,Auto Standard,2024-10-16,2024-10-17,19282.95,0.0771,49,True,Vehicle,10,R1,LOAN_SERVICING
LN-504934,APP-205352,CUST-107593,Personal,Personal Standard,2024-10-16,2024-10-16,26356.79,0.2127,23,False,None,13,R3,LOAN_SERVICING
LN-505265,APP-205720,CUST-104002,Personal,Personal Standard,2024-10-16,2024-10-18,31476.15,0.172,37,False,None,8,R5,LOAN_SERVICING
LN-505287,APP-205742,CUST-103748,Credit Card,Credit Card Standard,2024-10-16,2024-10-18,9752.05,0.1754,0,False,None,24,R4,LOAN_SERVICING
LN-505764,APP-206263,CUST-107458,Auto,Auto Standard,2024-10-16,2024-10-18,12161.58,0.0943,56,True,Vehicle,12,R1,LOAN_SERVICING
LN-505816,APP-206319,CUST-101509,Auto,Auto Standard,2024-10-16,2024-10-18,53365.48,0.0953,62,True,Vehicle,10,R6,LOAN_SERVICING
LN-506562,APP-207132,CUST-105662,Personal,Personal Standard,2024-10-16,2024-10-18,25842.59,0.1247,54,False,None,7,R7,LOAN_SERVICING
LN-506773,APP-207359,CUST-107546,Auto,Auto Standard,2024-10-16,2024-10-16,19508.72,0.0911,58,True,Vehicle,6,R1,LOAN_SERVICING
LN-506851,APP-207439,CUST-104183,Personal,Personal Standard,2024-10-16,2024-10-17,14695.96,0.1454,14,False,None,17,R1,LOAN_SERVICING
LN-506883,APP-207473,CUST-107119,Auto,Auto Standard,2024-10-16,2024-10-17,30718.41,0.071,38,True,Vehicle,21,R4,LOAN_SERVICING
LN-508627,APP-209359,CUST-107518,Personal,Personal Standard,2024-10-16,2024-10-18,14291.79,0.1922,17,False,None,24,R5,LOAN_SERVICING
LN-508703,APP-209444,CUST-104220,Personal,Personal Standard,2024-10-16,2024-10-16,6493.12,0.1349,47,False,None,18,R4,LOAN_SERVICING
LN-508918,APP-209672,CUST-101941,HELOC,HELOC Standard,2024-10-16,2024-10-16,108534.64,0.0616,150,True,Real Estate,10,R3,LOAN_SERVICING
LN-509187,APP-209962,CUST-100495,Credit Card,Credit Card Standard,2024-10-16,2024-10-17,22194.9,0.1543,0,False,None,2,R3,LOAN_SERVICING
