loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500796,APP-200854,CUST-101683,Auto,Auto Standard,2024-09-28,2024-09-30,47846.33,0.0457,40,True,Vehicle,21,R5,LOAN_SERVICING
LN-501726,APP-201869,CUST-100868,Auto,Auto Standard,2024-09-28,2024-09-29,42887.64,0.1037,63,True,Vehicle,25,R2,LOAN_SERVICING
LN-502791,APP-203022,CUST-102135,Auto,Auto Standard,2024-09-28,2024-09-30,53128.98,0.0753,38,True,Vehicle,8,R2,LOAN_SERVICING
LN-503164,APP-203429,CUST-100257,Personal,Personal Standard,2024-09-28,2024-09-28,17117.37,0.1935,41,False,None,12,R5,LOAN_SERVICING
LN-503233,APP-203505,CUST-102838,Credit Card,Credit Card Standard,2024-09-28,2024-09-28,1513.7,0.2501,0,False,None,4,R2,LOAN_SERVICING
LN-503924,APP-204254,CUST-104397,HELOC,HELOC Standard,2024-09-28,2024-09-29,120379.5,0.0722,67,True,Real Estate,27,R1,LOAN_SERVICING
LN-504077,APP-204425,CUST-104217,Auto,Auto Standard,2024-09-28,2024-09-28,28380.47,0.0657,68,True,Vehicle,27,R4,LOAN_SERVICING
LN-504564,APP-204944,CUST-104935,HELOC,HELOC Standard,2024-09-28,2024-09-29,84162.08,0.0742,119,True,Real Estate,8,R1,LOAN_SERVICING
LN-504911,APP-205324,CUST-105184,Credit Card,Credit Card Standard,2024-09-28,2024-09-30,6101.24,0.1678,0,False,None,25,R1,LOAN_SERVICING
LN-505217,APP-205669,CUST-100219,Credit Card,Credit Card Standard,2024-09-28,2024-09-29,17926.25,0.1892,0,False,None,15,R6,LOAN_SERVICING
LN-507104,APP-207712,CUST-100290,Auto,Auto Standard,2024-09-28,2024-09-29,10207.2,0.0871,66,True,Vehicle,23,R3,LOAN_SERVICING
LN-508065,APP-208745,CUST-107343,Auto,Auto Standard,2024-09-28,2024-09-30,42374.33,0.0985,45,True,Vehicle,14,R6,LOAN_SERVICING
LN-508318,APP-209021,CUST-102153,Auto,Auto Standard,2024-09-28,2024-09-30,48452.71,0.0572,62,True,Vehicle,18,R6,LOAN_SERVICING
LN-508848,APP-209596,CUST-107619,HELOC,HELOC Standard,2024-09-28,2024-09-29,136827.29,0.094,115,True,Real Estate,22,R1,LOAN_SERVICING
LN-508893,APP-209643,CUST-107019,Personal,Personal Standard,2024-09-28,2024-09-29,22503.4,0.1567,40,False,None,27,R1,LOAN_SERVICING
LN-509658,APP-210477,CUST-103257,Credit Card,Credit Card Standard,2024-09-28,2024-09-30,3042.42,0.2332,0,False,None,25,R5,LOAN_SERVICING
LN-509860,APP-210698,CUST-105507,Auto,Auto Standard,2024-09-28,2024-09-28,21763.82,0.0821,54,True,Vehicle,8,R2,LOAN_SERVICING
