loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500089,APP-200095,CUST-106512,Credit Card,Credit Card Standard,2024-02-29,2024-03-01,10313.59,0.1547,0,False,None,3,R2,LOAN_SERVICING
LN-500151,APP-200160,CUST-106701,Auto,Auto Standard,2024-02-29,2024-03-01,47473.33,0.0871,71,True,Vehicle,10,R1,LOAN_SERVICING
LN-500567,APP-200604,CUST-106494,Auto,Auto Standard,2024-02-29,2024-02-29,42350.46,0.0594,45,True,Vehicle,14,R1,LOAN_SERVICING
LN-500803,APP-200863,CUST-101794,HELOC,HELOC Standard,2024-02-29,2024-03-02,109838.87,0.069,131,True,Real Estate,27,R5,LOAN_SERVICING
LN-501490,APP-201604,CUST-101809,Auto,Auto Standard,2024-02-29,2024-03-01,39511.8,0.1072,54,True,Vehicle,3,R7,LOAN_SERVICING
LN-501589,APP-201713,CUST-102650,Credit Card,Credit Card Standard,2024-02-29,2024-03-02,10333.45,0.1919,0,False,None,2,R4,LOAN_SERVICING
LN-502295,APP-202483,CUST-102565,Credit Card,Credit Card Standard,2024-02-29,2024-03-01,20176.0,0.1646,0,False,None,5,R5,LOAN_SERVICING
LN-503005,APP-203253,CUST-103461,Credit Card,Credit Card Standard,2024-02-29,2024-03-02,3842.61,0.2401,0,False,None,18,R3,LOAN_SERVICING
LN-503559,APP-203858,CUST-107957,HELOC,HELOC Standard,2024-02-29,2024-03-02,131907.26,0.08,139,True,Real Estate,7,R1,LOAN_SERVICING
LN-504493,APP-204866,CUST-100702,Auto,Auto Standard,2024-02-29,2024-03-01,27508.55,0.0799,72,True,Vehicle,21,R4,LOAN_SERVICING
LN-504715,APP-205113,CUST-105619,Personal,Personal Standard,2024-02-29,2024-03-02,16461.84,0.1916,12,False,None,8,R2,LOAN_SERVICING
LN-505038,APP-205475,CUST-100111,Personal,Personal Standard,2024-02-29,2024-02-29,29650.76,0.1577,33,False,None,11,R4,LOAN_SERVICING
LN-505322,APP-205779,CUST-105263,Auto,Auto Standard,2024-02-29,2024-02-29,18996.9,0.0522,71,True,Vehicle,8,R2,LOAN_SERVICING
LN-505791,APP-206292,CUST-101388,Auto,Auto Standard,2024-02-29,2024-03-01,50063.89,0.107,53,True,Vehicle,16,R2,LOAN_SERVICING
LN-506030,APP-206551,CUST-105843,Mortgage,Mortgage Standard,2024-02-29,2024-03-01,273225.34,0.0716,269,True,Real Estate,22,R1,LOAN_SERVICING
LN-506846,APP-207434,CUST-104666,Credit Card,Credit Card Standard,2024-02-29,2024-03-02,18943.25,0.219,0,False,None,10,R1,LOAN_SERVICING
LN-507179,APP-207793,CUST-101749,Personal,Personal Standard,2024-02-29,2024-03-02,25745.54,0.2007,42,False,None,8,R3,LOAN_SERVICING
LN-507883,APP-208551,CUST-107706,Auto,Auto Standard,2024-02-29,2024-03-02,44974.48,0.0766,69,True,Vehicle,19,R3,LOAN_SERVICING
LN-508131,APP-208820,CUST-105837,Credit Card,Credit Card Standard,2024-02-29,2024-03-02,3599.11,0.2494,0,False,None,15,R1,LOAN_SERVICING
LN-508739,APP-209481,CUST-104659,Auto,Auto Standard,2024-02-29,2024-03-01,29937.69,0.0602,51,True,Vehicle,18,R4,LOAN_SERVICING
LN-508971,APP-209726,CUST-104750,Auto,Auto Standard,2024-02-29,2024-03-01,31506.03,0.0755,71,True,Vehicle,10,R2,LOAN_SERVICING
LN-509067,APP-209833,CUST-106844,Auto,Auto Standard,2024-02-29,2024-02-29,33537.97,0.074,49,True,Vehicle,24,R2,LOAN_SERVICING
LN-509570,APP-210378,CUST-103567,HELOC,HELOC Standard,2024-02-29,2024-03-02,100799.53,0.0924,93,True,Real Estate,8,R1,LOAN_SERVICING
LN-509978,APP-210827,CUST-104805,Auto,Auto Standard,2024-02-29,2024-02-29,16919.45,0.0831,42,True,Vehicle,7,R4,LOAN_SERVICING
