loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket,loan_purpose_code
LN-500000,CUST-107530,2025-04-27,0,0,False,False,33593.860000000015,Current,DEBT_CONSOLIDATION
LN-500001,CUST-104707,2025-04-27,0,0,False,False,12694.895000000004,Current,DEBT_CONSOLIDATION
LN-500002,CUST-106152,2025-04-27,0,0,False,False,15692.68,Current,DEBT_CONSOLIDATION
LN-500003,CUST-104109,2025-04-27,0,0,False,False,35802.1725,Current,DEBT_CONSOLIDATION
LN-500004,CUST-105507,2025-04-27,0,0,False,False,18046.225000000002,Current,DEBT_CONSOLIDATION
LN-500006,CUST-104241,2025-04-27,1,10,False,False,16292.795000000006,1-29,DEBT_CONSOLIDATION
LN-500009,CUST-104996,2025-04-27,0,0,False,False,40689.44249999999,Current,DEBT_CONSOLIDATION
LN-500010,CUST-103092,2025-04-27,0,0,False,False,10548.394999999999,Current,DEBT_CONSOLIDATION
LN-500011,CUST-107344,2025-04-27,0,0,False,False,24999.51250000001,Current,DEBT_CONSOLIDATION
LN-500012,CUST-102210,2025-04-27,0,0,False,False,3468.3799999999997,Current,DEBT_CONSOLIDATION
LN-500013,CUST-104867,2025-04-27,0,0,False,False,5236.855,Current,DEBT_CONSOLIDATION
LN-500014,CUST-107938,2025-04-27,0,0,False,False,5137.310000000005,Current,DEBT_CONSOLIDATION
LN-500015,CUST-105329,2025-04-27,0,0,False,False,10893.087499999994,Current,DEBT_CONSOLIDATION
LN-500016,CUST-103631,2025-04-27,0,0,False,False,7976.417500000003,Current,DEBT_CONSOLIDATION
LN-500019,CUST-105349,2025-04-27,3,76,False,False,5310.782500000001,60-89,DEBT_CONSOLIDATION
LN-500020,CUST-103961,2025-04-27,0,0,False,False,28985.9525,Current,DEBT_CONSOLIDATION
LN-500021,CUST-100216,2025-04-27,0,0,False,False,9000.189999999995,Current,DEBT_CONSOLIDATION
LN-500022,CUST-102541,2025-04-27,0,0,False,False,10681.429999999993,Current,DEBT_CONSOLIDATION
LN-500023,CUST-101789,2025-04-27,0,0,False,False,47329.325,Current,DEBT_CONSOLIDATION
LN-500024,CUST-106375,2025-04-27,0,0,False,False,9116.205000000002,Current,DEBT_CONSOLIDATION
LN-500025,CUST-102800,2025-04-27,0,0,False,False,3398.1425,Current,DEBT_CONSOLIDATION
LN-500026,CUST-106068,2025-04-27,1,22,False,False,24486.22,1-29,DEBT_CONSOLIDATION
LN-500027,CUST-103608,2025-04-27,1,21,False,False,18464.019999999997,1-29,DEBT_CONSOLIDATION
LN-500028,CUST-105200,2025-04-27,0,0,False,False,4600.62,Current,DEBT_CONSOLIDATION
LN-500029,CUST-102872,2025-04-27,0,0,False,False,2288.4850000000006,Current,DEBT_CONSOLIDATION
LN-500030,CUST-104122,2025-04-27,0,0,False,False,14869.787500000004,Current,DEBT_CONSOLIDATION
LN-500031,CUST-105559,2025-04-27,0,0,False,False,15934.202499999994,Current,DEBT_CONSOLIDATION
LN-500032,CUST-100299,2025-04-27,0,0,False,False,12576.154999999999,Current,DEBT_CONSOLIDATION
LN-500033,CUST-101498,2025-04-27,0,0,False,False,8199.492499999998,Current,DEBT_CONSOLIDATION
LN-500035,CUST-101844,2025-04-27,0,0,False,False,16914.03749999998,Current,DEBT_CONSOLIDATION
LN-500036,CUST-107229,2025-04-27,0,0,False,False,50900.26250000001,Current,DEBT_CONSOLIDATION
LN-500037,CUST-106505,2025-04-27,0,0,False,False,2652.415,Current,DEBT_CONSOLIDATION
LN-500038,CUST-100918,2025-04-27,0,0,False,False,2644.1199999999985,Current,DEBT_CONSOLIDATION
LN-500039,CUST-100339,2025-04-27,0,0,False,False,21471.824999999997,Current,DEBT_CONSOLIDATION
LN-500040,CUST-102235,2025-04-27,2,54,False,False,12626.960000000003,30-59,DEBT_CONSOLIDATION
LN-500041,CUST-107799,2025-04-27,0,0,False,False,30427.78,Current,DEBT_CONSOLIDATION
LN-500042,CUST-107445,2025-04-27,0,0,False,False,33469.42499999997,Current,DEBT_CONSOLIDATION
LN-500043,CUST-102572,2025-04-27,0,0,False,False,13984.510000000002,Current,DEBT_CONSOLIDATION
LN-500044,CUST-100853,2025-04-27,0,0,False,False,9222.662500000008,Current,DEBT_CONSOLIDATION
LN-500045,CUST-107311,2025-04-27,0,0,False,False,594685.3825000001,Current,DEBT_CONSOLIDATION
LN-500046,CUST-101096,2025-04-27,0,0,False,False,21035.102500000005,Current,DEBT_CONSOLIDATION
LN-500047,CUST-100107,2025-04-27,0,0,False,False,10266.320000000003,Current,DEBT_CONSOLIDATION
LN-500048,CUST-100513,2025-04-27,1,26,False,False,1737.5600000000002,1-29,DEBT_CONSOLIDATION
LN-500049,CUST-101729,2025-04-27,0,0,False,False,7927.67,Current,DEBT_CONSOLIDATION
LN-500050,CUST-101980,2025-04-27,0,0,False,False,10630.214999999995,Current,DEBT_CONSOLIDATION
LN-500051,CUST-100919,2025-04-27,0,0,False,False,93277.87750000003,Current,DEBT_CONSOLIDATION
LN-500052,CUST-107189,2025-04-27,0,0,False,False,46783.66500000001,Current,DEBT_CONSOLIDATION
LN-500053,CUST-100357,2025-04-27,0,0,False,False,3910.302499999998,Current,DEBT_CONSOLIDATION
LN-500054,CUST-106827,2025-04-27,0,0,False,False,1977.8099999999995,Current,DEBT_CONSOLIDATION
LN-500056,CUST-102636,2025-04-27,0,0,False,False,20872.9,Current,DEBT_CONSOLIDATION
LN-500057,CUST-104604,2025-04-27,0,0,False,False,16946.304999999993,Current,DEBT_CONSOLIDATION
LN-500058,CUST-104228,2025-04-27,0,0,False,False,19148.58000000002,Current,DEBT_CONSOLIDATION
LN-500060,CUST-101162,2025-04-27,1,16,False,False,31542.62,1-29,DEBT_CONSOLIDATION
LN-500061,CUST-103487,2025-04-27,0,0,False,False,48356.82249999997,Current,DEBT_CONSOLIDATION
LN-500062,CUST-101479,2025-04-27,0,0,False,False,19291.72,Current,DEBT_CONSOLIDATION
LN-500063,CUST-104045,2025-04-27,0,0,False,False,11549.892500000004,Current,DEBT_CONSOLIDATION
LN-500064,CUST-107021,2025-04-27,0,0,False,False,3296.1499999999996,Current,DEBT_CONSOLIDATION
LN-500065,CUST-102639,2025-04-27,0,0,False,False,5150.23,Current,DEBT_CONSOLIDATION
LN-500066,CUST-101369,2025-04-27,0,0,False,False,18009.580000000013,Current,DEBT_CONSOLIDATION
LN-500067,CUST-105071,2025-04-27,0,0,False,False,19961.27,Current,DEBT_CONSOLIDATION
LN-500069,CUST-101492,2025-04-27,0,0,False,False,24148.10500000001,Current,DEBT_CONSOLIDATION
LN-500070,CUST-107422,2025-04-27,0,0,False,False,5259.0300000000025,Current,DEBT_CONSOLIDATION
LN-500071,CUST-103632,2025-04-27,1,5,False,False,17303.182500000003,1-29,DEBT_CONSOLIDATION
LN-500072,CUST-105355,2025-04-27,0,0,False,False,10477.752500000008,Current,DEBT_CONSOLIDATION
LN-500074,CUST-100430,2025-04-27,1,25,False,False,35037.072499999995,1-29,DEBT_CONSOLIDATION
LN-500075,CUST-102249,2025-04-27,0,0,False,False,1469.9674999999993,Current,DEBT_CONSOLIDATION
LN-500076,CUST-100715,2025-04-27,0,0,False,False,12546.259999999987,Current,DEBT_CONSOLIDATION
LN-500077,CUST-105629,2025-04-27,0,0,False,False,26966.04250000002,Current,DEBT_CONSOLIDATION
LN-500078,CUST-106085,2025-04-27,0,0,False,False,12964.14,Current,DEBT_CONSOLIDATION
LN-500079,CUST-103910,2025-04-27,0,0,False,False,57329.83000000002,Current,DEBT_CONSOLIDATION
LN-500083,CUST-101689,2025-04-27,0,0,False,False,41084.22000000002,Current,DEBT_CONSOLIDATION
LN-500084,CUST-100431,2025-04-27,0,0,False,False,30307.405000000002,Current,DEBT_CONSOLIDATION
LN-500086,CUST-102086,2025-04-27,0,0,False,False,23296.562500000004,Current,DEBT_CONSOLIDATION
LN-500087,CUST-101210,2025-04-27,0,0,False,False,4469.760000000004,Current,DEBT_CONSOLIDATION
LN-500088,CUST-105727,2025-04-27,0,0,False,False,24143.420000000002,Current,DEBT_CONSOLIDATION
LN-500089,CUST-106512,2025-04-27,0,0,False,False,6123.722499999999,Current,DEBT_CONSOLIDATION
LN-500090,CUST-101465,2025-04-27,0,0,False,False,42322.01250000001,Current,DEBT_CONSOLIDATION
LN-500091,CUST-101474,2025-04-27,0,0,False,False,41864.15999999998,Current,DEBT_CONSOLIDATION
LN-500092,CUST-102555,2025-04-27,0,0,False,False,54516.42250000002,Current,DEBT_CONSOLIDATION
LN-500093,CUST-107444,2025-04-27,4,157,False,False,14148.655000000002,90+,DEBT_CONSOLIDATION
LN-500095,CUST-103414,2025-04-27,0,0,False,False,32987.090000000004,Current,DEBT_CONSOLIDATION
LN-500097,CUST-106482,2025-04-27,0,0,False,False,19920.780000000002,Current,DEBT_CONSOLIDATION
LN-500098,CUST-103528,2025-04-27,0,0,False,False,39623.50000000001,Current,DEBT_CONSOLIDATION
LN-500099,CUST-102530,2025-04-27,0,0,False,False,52459.575000000004,Current,DEBT_CONSOLIDATION
LN-500100,CUST-102182,2025-04-27,0,0,False,False,42924.735,Current,DEBT_CONSOLIDATION
LN-500101,CUST-107675,2025-04-27,0,0,False,False,21310.86,Current,DEBT_CONSOLIDATION
LN-500102,CUST-107178,2025-04-27,0,0,False,False,7096.405,Current,DEBT_CONSOLIDATION
LN-500103,CUST-103489,2025-04-27,0,0,False,False,17528.33999999999,Current,DEBT_CONSOLIDATION
LN-500104,CUST-101226,2025-04-27,0,0,False,False,7808.864999999997,Current,DEBT_CONSOLIDATION
LN-500105,CUST-100146,2025-04-27,0,0,False,False,40073.52000000004,Current,DEBT_CONSOLIDATION
LN-500106,CUST-107420,2025-04-27,0,0,False,False,35690.95,Current,DEBT_CONSOLIDATION
LN-500107,CUST-104318,2025-04-27,0,0,False,False,49123.909999999996,Current,DEBT_CONSOLIDATION
LN-500109,CUST-107381,2025-04-27,0,0,False,False,28775.91000000001,Current,DEBT_CONSOLIDATION
LN-500110,CUST-107321,2025-04-27,0,0,False,False,51071.16,Current,DEBT_CONSOLIDATION
LN-500111,CUST-103769,2025-04-27,0,0,False,False,12480.010000000006,Current,DEBT_CONSOLIDATION
LN-500112,CUST-102449,2025-04-27,0,0,False,False,14104.96,Current,DEBT_CONSOLIDATION
LN-500113,CUST-101074,2025-04-27,0,0,False,False,318287.9149999998,Current,DEBT_CONSOLIDATION
LN-500114,CUST-104832,2025-04-27,0,0,False,False,6840.904999999999,Current,DEBT_CONSOLIDATION
LN-500115,CUST-103800,2025-04-27,0,0,False,False,41928.29999999999,Current,DEBT_CONSOLIDATION
LN-500116,CUST-105367,2025-04-27,0,0,False,False,38915.96,Current,DEBT_CONSOLIDATION
LN-500117,CUST-106238,2025-04-27,0,0,False,False,9884.174999999997,Current,DEBT_CONSOLIDATION
LN-500119,CUST-103247,2025-04-27,0,0,False,False,27010.874999999993,Current,DEBT_CONSOLIDATION
LN-500120,CUST-107859,2025-04-27,0,0,False,False,17916.45,Current,DEBT_CONSOLIDATION
LN-500121,CUST-105306,2025-04-27,0,0,False,False,19961.41,Current,DEBT_CONSOLIDATION
LN-500122,CUST-100099,2025-04-27,0,0,False,False,4784.502500000001,Current,DEBT_CONSOLIDATION
LN-500123,CUST-105563,2025-04-27,0,0,False,False,14917.739999999989,Current,DEBT_CONSOLIDATION
LN-500124,CUST-106486,2025-04-27,1,23,False,False,2969.3999999999996,1-29,DEBT_CONSOLIDATION
LN-500125,CUST-103212,2025-04-27,0,0,False,False,12611.440000000006,Current,DEBT_CONSOLIDATION
LN-500128,CUST-104704,2025-04-27,0,0,False,False,43359.907500000016,Current,DEBT_CONSOLIDATION
LN-500130,CUST-105311,2025-04-27,0,0,False,False,21933.784999999996,Current,DEBT_CONSOLIDATION
LN-500131,CUST-104688,2025-04-27,0,0,False,False,28045.219999999994,Current,DEBT_CONSOLIDATION
LN-500133,CUST-104975,2025-04-27,0,0,False,False,206313.85499999995,Current,DEBT_CONSOLIDATION
LN-500134,CUST-107347,2025-04-27,0,0,False,False,2960.4525,Current,DEBT_CONSOLIDATION
LN-500135,CUST-101244,2025-04-27,0,0,False,False,76506.96749999991,Current,DEBT_CONSOLIDATION
LN-500136,CUST-101257,2025-04-27,0,0,False,False,46491.28,Current,DEBT_CONSOLIDATION
LN-500137,CUST-100206,2025-04-27,0,0,False,False,3379.4600000000005,Current,DEBT_CONSOLIDATION
LN-500138,CUST-106409,2025-04-27,0,0,False,False,13687.264999999996,Current,DEBT_CONSOLIDATION
LN-500139,CUST-107541,2025-04-27,0,0,False,False,16970.999999999978,Current,DEBT_CONSOLIDATION
LN-500140,CUST-107546,2025-04-27,0,0,False,False,66445.63499999995,Current,DEBT_CONSOLIDATION
