loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500255,APP-200272,CUST-101809,Personal,Personal Standard,2024-11-25,2024-11-26,9453.45,0.1806,49,False,None,25,R5,LOAN_SERVICING
LN-500546,APP-200580,CUST-100274,Auto,Auto Standard,2024-11-25,2024-11-25,23798.08,0.1001,44,True,Vehicle,1,R5,LOAN_SERVICING
LN-500565,APP-200602,CUST-101273,HELOC,HELOC Standard,2024-11-25,2024-11-27,69823.55,0.0992,155,True,Real Estate,1,R3,LOAN_SERVICING
LN-500677,APP-200726,CUST-104161,Personal,Personal Standard,2024-11-25,2024-11-26,28836.04,0.1646,23,False,None,28,R6,LOAN_SERVICING
LN-500709,APP-200759,CUST-103506,Credit Card,Credit Card Standard,2024-11-25,2024-11-27,24541.6,0.1616,0,False,None,5,R5,LOAN_SERVICING
LN-500885,APP-200950,CUST-102697,Credit Card,Credit Card Standard,2024-11-25,2024-11-25,3779.99,0.1924,0,False,None,7,R5,LOAN_SERVICING
LN-501558,APP-201679,CUST-106221,Personal,Personal Standard,2024-11-25,2024-11-27,20431.52,0.1569,26,False,None,15,R3,LOAN_SERVICING
LN-501896,APP-202048,CUST-103220,Auto,Auto Standard,2024-11-25,2024-11-27,47402.14,0.0764,49,True,Vehicle,9,R4,LOAN_SERVICING
LN-502250,APP-202433,CUST-105261,Personal,Personal Standard,2024-11-25,2024-11-26,26151.6,0.2161,37,False,None,7,R1,LOAN_SERVICING
LN-503699,APP-204009,CUST-103556,Personal,Personal Standard,2024-11-25,2024-11-26,7139.01,0.1304,34,False,None,5,R2,LOAN_SERVICING
LN-505245,APP-205698,CUST-103758,Personal,Personal Standard,2024-11-25,2024-11-25,20099.87,0.1985,38,False,None,15,R2,LOAN_SERVICING
LN-505417,APP-205885,CUST-104588,Personal,Personal Standard,2024-11-25,2024-11-26,34402.8,0.1096,51,False,None,22,R4,LOAN_SERVICING
LN-506870,APP-207460,CUST-105460,Auto,Auto Standard,2024-11-25,2024-11-26,21286.17,0.0948,53,True,Vehicle,5,R3,LOAN_SERVICING
LN-507737,APP-208396,CUST-106439,Auto,Auto Standard,2024-11-25,2024-11-26,18525.0,0.0767,63,True,Vehicle,14,R3,LOAN_SERVICING
LN-507891,APP-208559,CUST-100891,Personal,Personal Standard,2024-11-25,2024-11-27,19763.31,0.1187,48,False,None,27,R2,LOAN_SERVICING
LN-508500,APP-209222,CUST-100010,Personal,Personal Standard,2024-11-25,2024-11-26,31087.61,0.1245,60,False,None,10,R2,LOAN_SERVICING
LN-508735,APP-209477,CUST-105795,Auto,Auto Standard,2024-11-25,2024-11-27,40977.46,0.0676,65,True,Vehicle,7,R4,LOAN_SERVICING
LN-509351,APP-210140,CUST-107875,Credit Card,Credit Card Standard,2024-11-25,2024-11-27,14302.55,0.17,0,False,None,1,R4,LOAN_SERVICING
LN-509595,APP-210403,CUST-106001,Personal,Personal Standard,2024-11-25,2024-11-27,20174.58,0.2195,17,False,None,27,R4,LOAN_SERVICING
LN-509839,APP-210677,CUST-101809,Credit Card,Credit Card Standard,2024-11-25,2024-11-26,6390.09,0.153,0,False,None,24,R3,LOAN_SERVICING
LN-510013,APP-210867,CUST-103530,Auto,Auto Standard,2024-11-25,2024-11-26,24649.9,0.0674,45,True,Vehicle,8,R6,LOAN_SERVICING
