customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-101815,2025-05-03,2025-05-11,673,R4,True,CREDIT_BUREAU
CUST-107657,2025-05-03,2025-05-11,451,R7,True,CREDIT_BUREAU
CUST-102869,2025-05-03,2025-05-11,724,R3,True,CREDIT_BUREAU
CUST-106555,2025-05-03,2025-05-11,614,R6,True,CREDIT_BUREAU
CUST-107333,2025-05-03,2025-05-11,640,R5,True,CREDIT_BUREAU
CUST-103630,2025-05-03,2025-05-11,712,R3,True,CREDIT_BUREAU
CUST-102717,2025-05-03,2025-05-11,756,R2,True,CREDIT_BUREAU
CUST-106817,2025-05-03,2025-05-11,591,R6,True,CREDIT_BUREAU
CUST-106264,2025-05-03,2025-05-11,763,R2,True,CREDIT_BUREAU
CUST-106172,2025-05-03,2025-05-11,742,R2,True,CREDIT_BUREAU
CUST-105179,2025-05-03,2025-05-11,796,R1,True,CREDIT_BUREAU
CUST-107341,2025-05-03,2025-05-11,680,R4,True,CREDIT_BUREAU
CUST-105989,2025-05-03,2025-05-11,813,R1,True,CREDIT_BUREAU
CUST-107707,2025-05-03,2025-05-11,759,R2,True,CREDIT_BUREAU
CUST-106401,2025-05-03,2025-05-11,766,R2,True,CREDIT_BUREAU
CUST-100446,2025-05-03,2025-05-11,766,R2,True,CREDIT_BUREAU
CUST-104535,2025-05-03,2025-05-11,772,R2,True,CREDIT_BUREAU
CUST-100511,2025-05-03,2025-05-11,832,R1,True,CREDIT_BUREAU
CUST-103556,2025-05-03,2025-05-11,759,R2,True,CREDIT_BUREAU
CUST-104063,2025-05-03,2025-05-11,688,R4,True,CREDIT_BUREAU
CUST-103543,2025-05-03,2025-05-11,640,R5,True,CREDIT_BUREAU
CUST-106704,2025-05-03,2025-05-11,762,R2,True,CREDIT_BUREAU
CUST-102355,2025-05-03,2025-05-11,765,R2,True,CREDIT_BUREAU
CUST-103900,2025-05-03,2025-05-11,628,R5,True,CREDIT_BUREAU
CUST-107423,2025-05-03,2025-05-11,823,R1,True,CREDIT_BUREAU
CUST-107624,2025-05-03,2025-05-11,596,R6,True,CREDIT_BUREAU
CUST-103448,2025-05-03,2025-05-11,746,R2,True,CREDIT_BUREAU
CUST-101004,2025-05-03,2025-05-11,674,R4,True,CREDIT_BUREAU
CUST-101194,2025-05-03,2025-05-11,678,R4,True,CREDIT_BUREAU
CUST-107669,2025-05-03,2025-05-11,781,R1,True,CREDIT_BUREAU
CUST-100733,2025-05-03,2025-05-11,753,R2,True,CREDIT_BUREAU
CUST-106890,2025-05-03,2025-05-11,636,R5,True,CREDIT_BUREAU
CUST-106190,2025-05-03,2025-05-11,758,R2,True,CREDIT_BUREAU
CUST-106473,2025-05-03,2025-05-11,457,R7,True,CREDIT_BUREAU
CUST-106752,2025-05-03,2025-05-11,725,R3,True,CREDIT_BUREAU
CUST-105015,2025-05-03,2025-05-11,756,R2,True,CREDIT_BUREAU
CUST-103405,2025-05-03,2025-05-11,818,R1,True,CREDIT_BUREAU
CUST-104293,2025-05-03,2025-05-11,767,R2,True,CREDIT_BUREAU
CUST-101247,2025-05-03,2025-05-11,623,R5,True,CREDIT_BUREAU
CUST-100148,2025-05-03,2025-05-11,708,R3,True,CREDIT_BUREAU
CUST-104055,2025-05-03,2025-05-11,642,R5,True,CREDIT_BUREAU
CUST-103194,2025-05-03,2025-05-11,734,R3,True,CREDIT_BUREAU
CUST-103334,2025-05-03,2025-05-11,712,R3,True,CREDIT_BUREAU
CUST-105838,2025-05-03,2025-05-11,621,R5,True,CREDIT_BUREAU
CUST-100361,2025-05-03,2025-05-11,636,R5,True,CREDIT_BUREAU
CUST-107291,2025-05-03,2025-05-11,433,R7,True,CREDIT_BUREAU
