application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200001,CUST-104707,Credit Card,3979.04,R2,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-200040,CUST-106505,Credit Card,6651.96,R1,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-200414,CUST-101944,Personal,9732.95,R5,2024-06-04,Approved,2024-06-07,RISK_ENGINE
APP-200636,CUST-105770,Personal,11965.35,R2,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-201096,CUST-104237,Mortgage,488510.44,R5,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-201861,CUST-103670,Personal,3099.3,R2,2024-06-04,Declined,2024-06-07,RISK_ENGINE
APP-201913,CUST-104091,Personal,2110.91,R6,2024-06-04,Approved,2024-06-07,RISK_ENGINE
APP-202758,CUST-104981,Auto,29427.78,R4,2024-06-04,Approved,2024-06-05,RISK_ENGINE
APP-202810,CUST-103465,Personal,15961.79,R5,2024-06-04,Approved,2024-06-05,RISK_ENGINE
APP-204155,CUST-107590,Auto,18826.15,R5,2024-06-04,Declined,2024-06-06,RISK_ENGINE
APP-204397,CUST-107924,Credit Card,19056.14,R3,2024-06-04,Approved,2024-06-05,RISK_ENGINE
APP-204813,CUST-105375,HELOC,71432.93,R5,2024-06-04,Approved,2024-06-05,RISK_ENGINE
APP-206253,CUST-100473,Auto,49695.78,R2,2024-06-04,Approved,2024-06-05,RISK_ENGINE
APP-206459,CUST-104809,Auto,45974.38,R5,2024-06-04,Declined,2024-06-08,RISK_ENGINE
APP-206936,CUST-106513,Auto,39799.8,R3,2024-06-04,Declined,2024-06-05,RISK_ENGINE
APP-207754,CUST-103211,Auto,19884.35,R7,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-207776,CUST-102484,Personal,7169.67,R5,2024-06-04,Approved,2024-06-08,RISK_ENGINE
APP-207820,CUST-105609,Credit Card,22242.61,R1,2024-06-04,Approved,2024-06-06,RISK_ENGINE
APP-208761,CUST-106945,Credit Card,3361.23,R3,2024-06-04,Approved,2024-06-05,RISK_ENGINE
