contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000220,LN-500376,CUST-105808,2025-06-12,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000792,LN-501536,CUST-107915,2025-06-12,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000937,LN-501805,CUST-103427,2025-06-12,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001045,LN-502031,CUST-101449,2025-06-12,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001452,LN-502841,CUST-105748,2025-06-12,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001507,LN-502945,CUST-104017,2025-06-12,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001519,LN-502984,CUST-102142,2025-06-12,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002058,LN-504050,CUST-101687,2025-06-12,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002218,LN-504355,CUST-105713,2025-06-12,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002274,LN-504450,CUST-105165,2025-06-12,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60002635,LN-505155,CUST-104136,2025-06-12,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003250,LN-506458,CUST-105012,2025-06-12,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003735,LN-507330,CUST-107359,2025-06-12,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003872,LN-507669,CUST-106786,2025-06-12,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
