ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700144,LN-502809,CUST-103860,CTC-60001432,COL-1088,2025-03-12,2025-03-26,50.0,Kept,50.0,2025-03-18
PTP-700154,LN-503015,CUST-100845,CTC-60001546,COL-1019,2025-03-12,2025-03-21,61.39,Kept,61.39,2025-03-23
PTP-700407,LN-507881,CUST-103117,CTC-60003984,COL-1047,2025-03-12,2025-03-25,116.92,Kept,116.92,2025-03-23
PTP-700554,LN-500421,CUST-104332,CTC-60005251,COL-1066,2025-03-12,2025-03-14,232.66,Broken,0.0,
PTP-700595,LN-501602,CUST-100169,CTC-60005684,COL-1103,2025-03-12,2025-03-19,209.35,Broken,0.0,
PTP-700927,LN-500569,CUST-103902,CTC-60009030,COL-1098,2025-03-12,2025-03-22,695.67,Kept,695.67,2025-03-14
PTP-701018,LN-503612,CUST-105094,CTC-60009928,COL-1117,2025-03-12,2025-03-25,292.51,Partial,120.06,2025-03-25
PTP-701040,LN-504464,CUST-105947,CTC-60010221,COL-1037,2025-03-12,2025-03-22,381.94,Partial,243.05,2025-03-22
PTP-701374,LN-503207,CUST-104222,CTC-60013421,COL-1108,2025-03-12,2025-03-26,839.11,Kept,839.11,2025-03-12
PTP-701400,LN-503502,CUST-107063,CTC-60013723,COL-1064,2025-03-12,2025-03-15,1436.21,Broken,0.0,
PTP-701478,LN-504693,CUST-103728,CTC-60014475,COL-1109,2025-03-12,2025-03-14,336.68,Kept,336.68,2025-03-14
PTP-701639,LN-507501,CUST-102100,CTC-60016003,COL-1022,2025-03-12,2025-03-17,1110.03,Kept,1110.03,2025-03-12
PTP-701768,LN-509157,CUST-100866,CTC-60017240,COL-1091,2025-03-12,2025-03-16,1441.27,Kept,1441.27,2025-03-12
