contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000590,LN-501045,CUST-107634,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000902,LN-501745,CUST-101178,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000906,LN-501747,CUST-104020,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001157,LN-502298,CUST-100446,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001391,LN-502723,CUST-101033,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001769,LN-503477,CUST-104655,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002493,LN-504852,CUST-107626,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002510,LN-504892,CUST-104320,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002692,LN-505280,CUST-103197,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003270,LN-506493,CUST-102433,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003283,LN-506526,CUST-107723,2025-04-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003587,LN-507079,CUST-107857,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003631,LN-507187,CUST-100039,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004117,LN-508145,CUST-102522,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004159,LN-508249,CUST-102649,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004268,LN-508444,CUST-105729,2025-04-24,,LETTER,Outbound,Delivered,True,,True,COLLECTIONS_PLATFORM,False
CTC-60004387,LN-508782,CUST-105177,2025-04-24,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60004755,LN-509490,CUST-105352,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005029,LN-509956,CUST-103722,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005072,LN-510006,CUST-101615,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005639,LN-501537,CUST-100694,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006021,LN-502460,CUST-105047,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006338,LN-503327,CUST-102953,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006466,LN-503692,CUST-103570,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006614,LN-504020,CUST-107492,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006718,LN-504244,CUST-101742,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006735,LN-504297,CUST-104032,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006759,LN-504377,CUST-107080,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006772,LN-504383,CUST-100689,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006894,LN-504777,CUST-101579,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007035,LN-505235,CUST-107898,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007293,LN-505927,CUST-102626,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007836,LN-507592,CUST-101737,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008093,LN-508182,CUST-101550,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60008184,LN-508375,CUST-100200,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008574,LN-509457,CUST-103085,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008583,LN-509475,CUST-105969,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008600,LN-509556,CUST-106536,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008717,LN-509779,CUST-100373,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009329,LN-501673,CUST-106790,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009382,LN-501873,CUST-104297,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009397,LN-502013,CUST-101386,2025-04-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60009536,LN-502354,CUST-102146,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009811,LN-503280,CUST-102753,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009998,LN-503787,CUST-107524,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60010007,LN-503822,CUST-101665,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010029,LN-503890,CUST-101034,2025-04-24,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60010197,LN-504315,CUST-106687,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010206,LN-504381,CUST-106244,2025-04-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60010313,LN-504686,CUST-101065,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010406,LN-505151,CUST-107966,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010713,LN-506212,CUST-106237,2025-04-24,,LETTER,Outbound,Returned Mail,False,,False,COLLECTIONS_PLATFORM,False
CTC-60010798,LN-506385,CUST-103362,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60010842,LN-506653,CUST-104926,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010942,LN-507114,CUST-106578,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60011038,LN-507465,CUST-103560,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60011530,LN-509121,CUST-107546,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60011921,LN-500093,CUST-107444,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60012165,LN-500739,CUST-102269,2025-04-24,,IVR,Outbound,Delivered,True,,True,COLLECTIONS_PLATFORM,False
CTC-60012446,LN-501308,CUST-106632,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60012631,LN-501596,CUST-102237,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60012680,LN-501670,CUST-104537,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60012691,LN-501714,CUST-104015,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60013134,LN-502509,CUST-101434,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60013750,LN-503604,CUST-104169,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60013876,LN-503764,CUST-103001,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60014265,LN-504406,CUST-105031,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60014511,LN-504739,CUST-103280,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60014680,LN-505017,CUST-106099,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60014859,LN-505292,CUST-101533,2025-04-24,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60015296,LN-506243,CUST-100103,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60015859,LN-507142,CUST-103211,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016187,LN-507745,CUST-103349,2025-04-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016473,LN-508011,CUST-100605,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016586,LN-508128,CUST-104814,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016674,LN-508183,CUST-101674,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016855,LN-508394,CUST-106153,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016923,LN-508537,CUST-106411,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60017061,LN-508789,CUST-106800,2025-04-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60017187,LN-509118,CUST-103672,2025-04-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60017282,LN-509199,CUST-100526,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60017528,LN-509683,CUST-102576,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60017571,LN-509690,CUST-106474,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60017866,LN-500036,CUST-107229,2025-04-24,,MOBILE_PUSH,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018015,LN-500107,CUST-104318,2025-04-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60018344,LN-500282,CUST-105662,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018414,LN-500319,CUST-104728,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018449,LN-500334,CUST-107363,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018600,LN-500413,CUST-105734,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018652,LN-500436,CUST-102589,2025-04-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018703,LN-500464,CUST-100289,2025-04-24,,MOBILE_PUSH,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60018870,LN-500549,CUST-104163,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019073,LN-500639,CUST-106374,2025-04-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
