loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500617,APP-200661,CUST-101429,HELOC,HELOC Standard,2024-09-16,2024-09-18,30815.68,0.0753,73,True,Real Estate,6,R1,LOAN_SERVICING
LN-500876,APP-200939,CUST-106735,Personal,Personal Standard,2024-09-16,2024-09-18,16583.12,0.199,13,False,None,28,R3,LOAN_SERVICING
LN-501234,APP-201326,CUST-103635,Auto,Auto Standard,2024-09-16,2024-09-17,26924.13,0.0862,46,True,Vehicle,14,R2,LOAN_SERVICING
LN-501925,APP-202079,CUST-107893,Personal,Personal Standard,2024-09-16,2024-09-18,10696.88,0.1212,54,False,None,6,R2,LOAN_SERVICING
LN-502050,APP-202215,CUST-101914,Credit Card,Credit Card Standard,2024-09-16,2024-09-16,17817.55,0.255,0,False,None,10,R3,LOAN_SERVICING
LN-502242,APP-202424,CUST-107134,Credit Card,Credit Card Standard,2024-09-16,2024-09-16,2161.16,0.191,0,False,None,4,R3,LOAN_SERVICING
LN-502355,APP-202548,CUST-102901,Auto,Auto Standard,2024-09-16,2024-09-18,36891.7,0.082,65,True,Vehicle,27,R3,LOAN_SERVICING
LN-503467,APP-203763,CUST-103357,Credit Card,Credit Card Standard,2024-09-16,2024-09-18,18920.46,0.1771,0,False,None,17,R5,LOAN_SERVICING
LN-505079,APP-205519,CUST-101536,Mortgage,Mortgage Standard,2024-09-16,2024-09-18,285172.89,0.0567,180,True,Real Estate,5,R4,LOAN_SERVICING
LN-505101,APP-205543,CUST-107570,Auto,Auto Standard,2024-09-16,2024-09-16,28034.5,0.1032,48,True,Vehicle,18,R3,LOAN_SERVICING
LN-505914,APP-206426,CUST-103179,Mortgage,Mortgage Standard,2024-09-16,2024-09-17,643459.92,0.0746,247,True,Real Estate,18,R5,LOAN_SERVICING
LN-506061,APP-206584,CUST-102109,Auto,Auto Standard,2024-09-16,2024-09-18,41868.86,0.079,42,True,Vehicle,2,R4,LOAN_SERVICING
LN-506413,APP-206976,CUST-101375,Credit Card,Credit Card Standard,2024-09-16,2024-09-17,4057.19,0.1827,0,False,None,25,R2,LOAN_SERVICING
LN-506831,APP-207417,CUST-103207,Personal,Personal Standard,2024-09-16,2024-09-17,31416.77,0.1469,42,False,None,20,R5,LOAN_SERVICING
LN-507070,APP-207674,CUST-106869,Auto,Auto Standard,2024-09-16,2024-09-18,35908.97,0.0827,51,True,Vehicle,2,R3,LOAN_SERVICING
LN-508364,APP-209073,CUST-104016,Auto,Auto Standard,2024-09-16,2024-09-18,18199.43,0.0542,58,True,Vehicle,18,R5,LOAN_SERVICING
LN-508733,APP-209475,CUST-107038,Personal,Personal Standard,2024-09-16,2024-09-18,32054.91,0.1101,24,False,None,22,R5,LOAN_SERVICING
LN-509077,APP-209843,CUST-101671,Auto,Auto Standard,2024-09-16,2024-09-18,17161.16,0.0544,62,True,Vehicle,17,R4,LOAN_SERVICING
LN-509441,APP-210237,CUST-104354,Credit Card,Credit Card Standard,2024-09-16,2024-09-16,14421.31,0.255,0,False,None,24,R3,LOAN_SERVICING
