customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-105751,2025-02-03,2025-02-14,685,R4,True,CREDIT_BUREAU
CUST-106436,2025-02-03,2025-02-14,585,R6,True,CREDIT_BUREAU
CUST-106900,2025-02-03,2025-02-14,609,R6,True,CREDIT_BUREAU
CUST-106642,2025-02-03,2025-02-14,828,R1,True,CREDIT_BUREAU
CUST-102923,2025-02-03,2025-02-14,723,R3,True,CREDIT_BUREAU
CUST-105102,2025-02-03,2025-02-14,610,R6,True,CREDIT_BUREAU
CUST-104923,2025-02-03,2025-02-14,649,R5,True,CREDIT_BUREAU
CUST-100723,2025-02-03,2025-02-14,699,R4,True,CREDIT_BUREAU
CUST-105887,2025-02-03,2025-02-14,681,R4,True,CREDIT_BUREAU
CUST-101851,2025-02-03,2025-02-14,728,R3,True,CREDIT_BUREAU
CUST-102132,2025-02-03,2025-02-14,713,R3,True,CREDIT_BUREAU
CUST-106170,2025-02-03,2025-02-14,724,R3,True,CREDIT_BUREAU
CUST-103871,2025-02-03,2025-02-14,811,R1,True,CREDIT_BUREAU
CUST-101079,2025-02-03,2025-02-14,735,R3,True,CREDIT_BUREAU
CUST-100475,2025-02-03,2025-02-14,725,R3,True,CREDIT_BUREAU
CUST-100416,2025-02-03,2025-02-14,608,R6,True,CREDIT_BUREAU
CUST-102556,2025-02-03,2025-02-14,657,R5,True,CREDIT_BUREAU
CUST-107240,2025-02-03,2025-02-14,813,R1,True,CREDIT_BUREAU
CUST-100128,2025-02-03,2025-02-14,680,R4,True,CREDIT_BUREAU
CUST-101533,2025-02-03,2025-02-14,601,R6,True,CREDIT_BUREAU
CUST-103838,2025-02-03,2025-02-14,685,R4,True,CREDIT_BUREAU
CUST-100410,2025-02-03,2025-02-14,722,R3,True,CREDIT_BUREAU
CUST-105172,2025-02-03,2025-02-14,767,R2,True,CREDIT_BUREAU
CUST-100925,2025-02-03,2025-02-14,771,R2,True,CREDIT_BUREAU
CUST-106814,2025-02-03,2025-02-14,810,R1,True,CREDIT_BUREAU
CUST-105084,2025-02-03,2025-02-14,731,R3,True,CREDIT_BUREAU
CUST-106123,2025-02-03,2025-02-14,446,R7,True,CREDIT_BUREAU
CUST-102178,2025-02-03,2025-02-14,642,R5,True,CREDIT_BUREAU
CUST-101371,2025-02-03,2025-02-14,780,R1,True,CREDIT_BUREAU
CUST-100906,2025-02-03,2025-02-14,731,R3,True,CREDIT_BUREAU
CUST-103647,2025-02-03,2025-02-14,680,R4,True,CREDIT_BUREAU
CUST-105776,2025-02-03,2025-02-14,715,R3,True,CREDIT_BUREAU
CUST-100537,2025-02-03,2025-02-14,658,R5,True,CREDIT_BUREAU
CUST-107316,2025-02-03,2025-02-14,687,R4,True,CREDIT_BUREAU
CUST-107193,2025-02-03,2025-02-14,640,R5,True,CREDIT_BUREAU
CUST-103270,2025-02-03,2025-02-14,683,R4,True,CREDIT_BUREAU
CUST-101816,2025-02-03,2025-02-14,776,R2,True,CREDIT_BUREAU
CUST-100283,2025-02-03,2025-02-14,779,R2,True,CREDIT_BUREAU
CUST-102722,2025-02-03,2025-02-14,756,R2,True,CREDIT_BUREAU
CUST-105096,2025-02-03,2025-02-14,653,R5,True,CREDIT_BUREAU
