payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9028803,LN-507937,CUST-107238,2025-04-25,305.29,305.29,Scheduled,ACH,Posted,False,False,,2025-04-25,2025-05-05,True,False
PMT-9028868,LN-508818,CUST-102589,2025-04-25,834.14,834.14,Scheduled,Debit Card,Posted,False,False,,2025-04-25,2025-05-05,True,False
PMT-9028970,LN-508271,CUST-106376,2025-04-25,688.94,688.94,Scheduled,Debit Card,Posted,False,False,,2025-04-25,2025-05-05,True,False
PMT-9029566,LN-507154,CUST-103704,2025-04-27,238.79,238.79,Scheduled,Debit Card,Posted,False,False,,2025-04-27,2025-05-05,True,False
PMT-9029670,LN-500069,CUST-101492,2025-04-28,391.06,391.06,Scheduled,Check,Posted,False,False,,2025-04-28,2025-05-05,True,False
PMT-9029798,LN-502079,CUST-102739,2025-04-28,521.64,521.64,Scheduled,ACH,Posted,False,False,,2025-04-28,2025-05-05,True,False
PMT-9029856,LN-501567,CUST-105143,2025-04-28,249.76,0.0,Extra,ACH,Posted,False,False,,2025-04-28,2025-05-05,True,False
PMT-9030110,LN-507145,CUST-101691,2025-05-01,457.97,457.97,Scheduled,ACH,Posted,False,False,,2025-05-01,2025-05-05,True,False
PMT-9030397,LN-509724,CUST-107291,2025-05-02,830.0,830.0,Scheduled,ACH,Posted,False,False,,2025-05-02,2025-05-05,True,False
PMT-9030424,LN-501643,CUST-103783,2025-05-02,147.06,147.06,Scheduled,ACH,Posted,False,False,,2025-05-02,2025-05-05,True,False
PMT-9030762,LN-506257,CUST-102164,2025-05-03,196.51,196.51,Scheduled,ACH,Posted,False,False,,2025-05-03,2025-05-05,True,False
PMT-9030804,LN-508075,CUST-100222,2025-05-03,478.7,478.7,Scheduled,Check,Posted,False,False,,2025-05-03,2025-05-05,True,False
PMT-9031244,LN-508961,CUST-107885,2025-05-05,368.94,368.94,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031245,LN-508570,CUST-102620,2025-05-05,233.4,233.4,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031246,LN-508904,CUST-103095,2025-05-05,1139.35,1139.35,Scheduled,Debit Card,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031247,LN-508399,CUST-105493,2025-05-05,567.58,567.58,Scheduled,Check,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031248,LN-501712,CUST-101735,2025-05-05,643.81,643.81,Scheduled,Debit Card,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031249,LN-508491,CUST-103215,2025-05-05,944.62,944.62,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031251,LN-507834,CUST-107435,2025-05-05,753.81,753.81,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031252,LN-508718,CUST-105689,2025-05-05,456.59,456.59,Scheduled,Check,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031253,LN-508480,CUST-107309,2025-05-05,301.82,301.82,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031254,LN-508558,CUST-101952,2025-05-05,815.83,815.83,Scheduled,Cash,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031255,LN-501401,CUST-104798,2025-05-05,637.46,637.46,Scheduled,ACH,Posted,False,False,,2025-05-05,2025-05-05,False,False
PMT-9031256,LN-507905,CUST-103871,2025-05-05,404.53,404.53,Scheduled,Debit Card,Posted,False,False,,2025-05-05,2025-05-05,False,False
