ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700213,LN-504115,CUST-103569,CTC-60002090,COL-1100,2025-03-30,2025-04-02,50.0,Kept,50.0,2025-03-30
PTP-701251,LN-500818,CUST-104587,CTC-60012233,COL-1093,2025-03-30,2025-04-09,1381.36,Kept,1381.36,2025-04-01
PTP-701352,LN-502656,,CTC-60013233,COL-1118,2025-03-30,2025-04-11,1377.1,Kept,1377.1,2025-04-03
PTP-701364,LN-503017,CUST-102915,CTC-60013348,COL-1017,2025-03-30,2025-04-07,428.69,Kept,428.69,2025-04-06
PTP-701461,LN-504468,CUST-101523,CTC-60014289,COL-1094,2025-03-30,2025-04-02,597.58,Kept,597.58,2025-04-03
PTP-701530,LN-505449,CUST-103180,CTC-60014896,COL-1092,2025-03-30,2025-04-09,651.13,Kept,651.13,2025-04-11
PTP-701542,LN-505750,CUST-102299,CTC-60015006,COL-1039,2025-03-30,2025-04-08,601.48,Kept,601.48,2025-04-03
PTP-701651,LN-507727,CUST-106645,CTC-60016125,COL-1108,2025-03-30,2025-04-05,481.61,Kept,481.61,2025-04-03
PTP-701701,LN-508174,CUST-106298,CTC-60016602,COL-1092,2025-03-30,2025-04-02,773.6,Broken,0.0,
PTP-701838,LN-503423,CUST-107309,CTC-60009872,COL-1033,2025-03-30,2025-04-01,653.82,Kept,653.82,2025-04-02
