ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700051,LN-500806,CUST-107546,CTC-60000448,COL-1104,2025-06-22,2025-07-05,50.0,Kept,50.0,2025-07-02
PTP-700387,LN-507530,CUST-106682,CTC-60003801,COL-1111,2025-06-22,2025-06-26,56.01,Partial,27.3,2025-06-26
PTP-700439,LN-508453,CUST-105928,CTC-60004270,COL-1096,2025-06-22,2025-07-03,94.9,Broken,0.0,
PTP-700505,LN-509635,CUST-107246,CTC-60004834,COL-1100,2025-06-22,2025-07-04,51.8,Kept,51.8,2025-06-30
PTP-700530,LN-510009,CUST-106296,CTC-60005076,COL-1019,2025-06-22,2025-06-25,50.0,Kept,50.0,2025-06-25
PTP-700559,LN-500512,CUST-107982,CTC-60005282,COL-1030,2025-06-22,2025-07-03,300.37,Kept,300.37,2025-06-23
PTP-700746,LN-505826,CUST-101930,CTC-60007238,COL-1080,2025-06-22,2025-06-25,330.74,Kept,330.74,2025-06-27
PTP-700811,LN-507711,CUST-107648,CTC-60007899,COL-1046,2025-06-22,2025-06-30,408.05,Broken,0.0,
PTP-700937,LN-501318,CUST-101438,CTC-60009198,COL-1029,2025-06-22,2025-06-26,499.38,Partial,118.37,2025-06-26
PTP-700962,LN-501838,CUST-104354,CTC-60009366,COL-1004,2025-06-22,2025-07-06,338.51,Partial,166.87,2025-07-06
PTP-700993,LN-502632,CUST-104654,CTC-60009654,COL-1032,2025-06-22,2025-07-05,551.35,Partial,260.04,2025-07-05
PTP-701033,LN-504155,CUST-103495,CTC-60010132,COL-1117,2025-06-22,2025-06-25,619.04,Broken,0.0,
PTP-701094,LN-506228,CUST-105905,CTC-60010723,COL-1042,2025-06-22,2025-06-29,323.05,Broken,0.0,
PTP-701159,LN-508549,CUST-105697,CTC-60011391,COL-1047,2025-06-22,2025-06-30,676.72,Broken,0.0,
PTP-701188,LN-509606,CUST-105640,CTC-60011692,COL-1004,2025-06-22,2025-06-28,545.44,Kept,545.44,2025-06-29
PTP-701323,LN-502204,CUST-102217,CTC-60012981,COL-1036,2025-06-22,2025-07-04,1636.85,Kept,1636.85,2025-06-22
PTP-701419,LN-503797,CUST-100743,CTC-60013938,COL-1045,2025-06-22,2025-07-04,575.54,Kept,575.54,2025-07-04
PTP-701466,LN-504509,CUST-100221,CTC-60014324,COL-1011,2025-06-22,2025-07-02,614.63,Broken,0.0,
