loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500257,APP-200274,CUST-101792,Mortgage,Mortgage Standard,2025-03-30,2025-04-01,471654.27,0.0651,328,True,Real Estate,1,R3,LOAN_SERVICING
LN-500860,APP-200923,CUST-102934,Auto,Auto Standard,2025-03-30,2025-03-30,10374.91,0.0958,55,True,Vehicle,20,R2,LOAN_SERVICING
LN-500899,APP-200964,CUST-101942,Auto,Auto Standard,2025-03-30,2025-03-30,31838.87,0.0487,64,True,Vehicle,23,R3,LOAN_SERVICING
LN-501001,APP-201070,CUST-105942,Auto,Auto Standard,2025-03-30,2025-03-30,29385.55,0.0558,43,True,Vehicle,5,R2,LOAN_SERVICING
LN-501756,APP-201900,CUST-103664,Auto,Auto Standard,2025-03-30,2025-04-01,47280.24,0.0864,72,True,Vehicle,25,R6,LOAN_SERVICING
LN-502100,APP-202272,CUST-101047,Mortgage,Mortgage Standard,2025-03-30,2025-04-01,537721.08,0.0719,301,True,Real Estate,12,R3,LOAN_SERVICING
LN-502767,APP-202997,CUST-100210,Personal,Personal Standard,2025-03-30,2025-04-01,23639.12,0.2037,40,False,None,6,R3,LOAN_SERVICING
LN-503600,APP-203905,CUST-107509,Auto,Auto Standard,2025-03-30,2025-03-30,15225.38,0.0575,45,True,Vehicle,9,R1,LOAN_SERVICING
LN-503624,APP-203931,CUST-103860,Credit Card,Credit Card Standard,2025-03-30,2025-03-31,14583.28,0.2365,0,False,None,27,R4,LOAN_SERVICING
LN-504363,APP-204729,CUST-107447,Credit Card,Credit Card Standard,2025-03-30,2025-03-31,1339.62,0.1891,0,False,None,18,R6,LOAN_SERVICING
LN-504491,APP-204864,CUST-107035,Auto,Auto Standard,2025-03-30,2025-03-31,19459.41,0.0892,55,True,Vehicle,19,R3,LOAN_SERVICING
LN-506370,APP-206930,CUST-107955,Personal,Personal Standard,2025-03-30,2025-03-31,27082.87,0.2075,16,False,None,14,R1,LOAN_SERVICING
LN-506849,APP-207437,CUST-102779,Auto,Auto Standard,2025-03-30,2025-03-31,48706.24,0.09,66,True,Vehicle,18,R4,LOAN_SERVICING
LN-507421,APP-208059,CUST-101792,Credit Card,Credit Card Standard,2025-03-30,2025-04-01,21668.0,0.2043,0,False,None,17,R5,LOAN_SERVICING
LN-507644,APP-208300,CUST-104778,HELOC,HELOC Standard,2025-03-30,2025-03-31,45504.9,0.0885,70,True,Real Estate,23,R3,LOAN_SERVICING
LN-508261,APP-208958,CUST-107469,Personal,Personal Standard,2025-03-30,2025-04-01,30247.05,0.1454,20,False,None,22,R1,LOAN_SERVICING
LN-508884,APP-209633,CUST-101992,Auto,Auto Standard,2025-03-30,2025-04-01,52673.47,0.055,50,True,Vehicle,28,R4,LOAN_SERVICING
LN-509365,APP-210155,CUST-104523,Auto,Auto Standard,2025-03-30,2025-03-30,35962.13,0.1035,45,True,Vehicle,12,R4,LOAN_SERVICING
