ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700004,LN-500063,CUST-104045,CTC-60000030,COL-1056,2025-06-21,2025-07-03,93.67,Kept,93.67,2025-07-03
PTP-700310,LN-505984,CUST-100122,CTC-60003030,COL-1079,2025-06-21,2025-07-05,260.81,Partial,123.98,2025-07-05
PTP-700343,LN-506634,CUST-106218,CTC-60003341,COL-1111,2025-06-21,2025-06-27,50.0,Broken,0.0,
PTP-700386,LN-507520,CUST-104699,CTC-60003799,COL-1085,2025-06-21,2025-06-27,100.36,Kept,100.36,2025-06-29
PTP-700485,LN-509298,CUST-101827,CTC-60004655,COL-1104,2025-06-21,2025-07-05,119.65,Partial,83.3,2025-07-05
PTP-700504,LN-509629,CUST-104191,CTC-60004831,COL-1100,2025-06-21,2025-07-05,167.24,Broken,0.0,
PTP-700575,LN-500932,CUST-100243,CTC-60005415,COL-1030,2025-06-21,2025-06-30,208.31,Partial,69.63,2025-06-30
PTP-700753,LN-505849,CUST-102904,CTC-60007258,COL-1068,2025-06-21,2025-06-26,190.8,Broken,0.0,
PTP-701226,LN-500329,CUST-103032,CTC-60012005,COL-1093,2025-06-21,2025-06-25,549.85,Partial,132.22,2025-06-25
PTP-701246,LN-500790,CUST-101536,CTC-60012204,COL-1011,2025-06-21,2025-06-30,498.75,Kept,498.75,2025-06-26
PTP-701339,LN-502396,CUST-105786,CTC-60013099,COL-1006,2025-06-21,2025-07-02,332.3,Kept,332.3,2025-06-23
PTP-701421,LN-503822,CUST-101665,CTC-60013946,COL-1006,2025-06-21,2025-07-03,591.82,Kept,591.82,2025-06-26
PTP-701772,LN-509201,CUST-104308,CTC-60017301,COL-1017,2025-06-21,2025-07-02,400.09,Kept,400.09,2025-06-25
PTP-701779,LN-509411,CUST-102665,CTC-60017384,COL-1006,2025-06-21,2025-06-29,326.52,Partial,183.05,2025-06-29
