loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-501262,APP-201355,CUST-105119,HELOC,HELOC Standard,2025-04-08,2025-04-09,121305.46,0.0695,100,True,Real Estate,17,R2,LOAN_SERVICING
LN-501770,APP-201916,CUST-107707,Credit Card,Credit Card Standard,2025-04-08,2025-04-09,20711.96,0.2058,0,False,None,10,R2,LOAN_SERVICING
LN-501817,APP-201964,CUST-107399,HELOC,HELOC Standard,2025-04-08,2025-04-10,129158.28,0.0652,171,True,Real Estate,18,R6,LOAN_SERVICING
LN-501889,APP-202041,CUST-100920,Mortgage,Mortgage Standard,2025-04-08,2025-04-09,467155.83,0.0626,215,True,Real Estate,28,R5,LOAN_SERVICING
LN-502842,APP-203078,CUST-101141,Auto,Auto Standard,2025-04-08,2025-04-09,48500.22,0.1001,41,True,Vehicle,2,R5,LOAN_SERVICING
LN-502899,APP-203139,CUST-105783,Auto,Auto Standard,2025-04-08,2025-04-08,34159.58,0.0562,38,True,Vehicle,14,R3,LOAN_SERVICING
LN-503714,APP-204025,CUST-106363,Credit Card,Credit Card Standard,2025-04-08,2025-04-09,11578.19,0.2161,0,False,None,28,R3,LOAN_SERVICING
LN-504179,APP-204537,CUST-105451,Personal,Personal Standard,2025-04-08,2025-04-08,2596.95,0.1533,31,False,None,21,R2,LOAN_SERVICING
LN-505485,APP-205956,CUST-104646,Personal,Personal Standard,2025-04-08,2025-04-09,28813.09,0.1468,36,False,None,1,R3,LOAN_SERVICING
LN-505852,APP-206360,CUST-107585,Credit Card,Credit Card Standard,2025-04-08,2025-04-09,20075.04,0.1536,0,False,None,24,R1,LOAN_SERVICING
LN-505876,APP-206386,CUST-106139,HELOC,HELOC Standard,2025-04-08,2025-04-09,58645.06,0.0843,172,True,Real Estate,28,R6,LOAN_SERVICING
LN-507671,APP-208328,CUST-101572,Personal,Personal Standard,2025-04-08,2025-04-09,4966.26,0.2129,36,False,None,19,R4,LOAN_SERVICING
LN-507726,APP-208385,CUST-102632,Auto,Auto Standard,2025-04-08,2025-04-08,46888.93,0.0729,40,True,Vehicle,10,R3,LOAN_SERVICING
LN-507855,APP-208522,CUST-104500,Auto,Auto Standard,2025-04-08,2025-04-09,46552.48,0.0668,71,True,Vehicle,4,R3,LOAN_SERVICING
LN-508018,APP-208695,CUST-102820,Personal,Personal Standard,2025-04-08,2025-04-10,34171.15,0.2105,35,False,None,15,R6,LOAN_SERVICING
LN-509171,APP-209944,CUST-100489,Personal,Personal Standard,2025-04-08,2025-04-10,29478.69,0.1123,57,False,None,26,R5,LOAN_SERVICING
LN-509605,APP-210416,CUST-101667,Auto,Auto Standard,2025-04-08,2025-04-10,53079.4,0.0543,41,True,Vehicle,16,R2,LOAN_SERVICING
LN-509991,APP-210842,CUST-105303,Auto,Auto Standard,2025-04-08,2025-04-08,14492.43,0.0733,42,True,Vehicle,8,R4,LOAN_SERVICING
