ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700300,LN-505897,CUST-106071,CTC-60002971,COL-1085,2025-06-19,2025-07-01,50.0,Partial,21.17,2025-07-01
PTP-700402,LN-507811,CUST-103258,CTC-60003929,COL-1096,2025-06-19,2025-06-27,215.64,Partial,50.33,2025-06-27
PTP-700403,LN-507854,CUST-101551,CTC-60003956,COL-1090,2025-06-19,2025-07-03,50.0,Broken,0.0,
PTP-700541,LN-500175,CUST-101728,CTC-60005132,COL-1014,2025-06-19,2025-07-03,204.57,Kept,204.57,2025-07-02
PTP-700640,LN-502901,CUST-105971,CTC-60006177,COL-1105,2025-06-19,2025-07-03,206.26,Partial,83.89,2025-07-03
PTP-700644,LN-502942,CUST-106110,CTC-60006204,COL-1103,2025-06-19,2025-06-24,146.91,Kept,146.91,2025-06-24
PTP-700942,LN-501423,CUST-101281,CTC-60009244,COL-1010,2025-06-19,2025-06-24,695.5,Partial,264.73,2025-06-24
PTP-701204,LN-509956,CUST-103722,CTC-60011832,COL-1010,2025-06-19,2025-06-30,572.93,Partial,244.52,2025-06-30
PTP-701384,LN-503280,CUST-102753,CTC-60013516,COL-1097,2025-06-19,2025-06-29,563.1,Kept,563.1,2025-06-28
PTP-701444,LN-504144,CUST-101727,CTC-60014119,COL-1026,2025-06-19,2025-06-28,1023.47,Partial,214.87,2025-06-28
PTP-701756,LN-509058,CUST-106354,CTC-60017168,COL-1110,2025-06-19,2025-07-03,942.43,Kept,942.43,2025-06-23
PTP-701835,LN-502898,CUST-106241,CTC-60009705,COL-1119,2025-06-19,2025-06-27,416.81,Kept,416.81,2025-06-19
