ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700136,LN-502676,CUST-100793,CTC-60001369,COL-1067,2025-03-09,2025-03-22,208.2,Kept,208.2,2025-03-09
PTP-700234,LN-504638,CUST-101624,CTC-60002346,COL-1067,2025-03-09,2025-03-12,116.56,Kept,116.56,2025-03-14
PTP-700764,LN-506061,CUST-102109,CTC-60007333,COL-1066,2025-03-09,2025-03-22,128.45,Partial,78.22,2025-03-22
PTP-700974,LN-502204,CUST-102217,CTC-60009480,COL-1040,2025-03-09,2025-03-18,556.76,Kept,556.76,2025-03-12
PTP-701270,LN-501308,CUST-106632,CTC-60012433,COL-1118,2025-03-09,2025-03-12,775.98,Kept,775.98,2025-03-12
PTP-701370,LN-503167,CUST-100448,CTC-60013403,COL-1113,2025-03-09,2025-03-21,1558.75,Broken,0.0,
PTP-701373,LN-503207,CUST-104222,CTC-60013420,COL-1108,2025-03-09,2025-03-16,416.52,Partial,232.03,2025-03-16
PTP-701381,LN-503210,CUST-106724,CTC-60013452,COL-1064,2025-03-09,2025-03-17,1139.98,Kept,1139.98,2025-03-13
PTP-701408,LN-503729,CUST-104601,CTC-60013838,COL-1017,2025-03-09,2025-03-13,923.9,Broken,0.0,
PTP-701458,LN-504468,CUST-101523,CTC-60014285,COL-1009,2025-03-09,2025-03-17,613.67,Kept,613.67,2025-03-13
PTP-701633,LN-507444,CUST-100807,CTC-60015950,COL-1064,2025-03-09,2025-03-13,518.74,Partial,189.74,2025-03-13
