payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9040617,LN-501144,CUST-101062,2025-06-05,390.03,390.03,Scheduled,ACH,Posted,False,False,,2025-06-05,2025-06-15,True,False
PMT-9040738,LN-501547,CUST-105806,2025-06-05,1236.3,1236.3,Scheduled,ACH,Posted,False,False,,2025-06-05,2025-06-15,True,False
PMT-9040762,LN-506994,CUST-106537,2025-06-05,842.47,842.47,Scheduled,Cash,Posted,False,False,,2025-06-05,2025-06-15,True,False
PMT-9040837,LN-500313,CUST-107185,2025-06-06,603.59,603.59,Scheduled,ACH,Posted,False,False,,2025-06-06,2025-06-15,True,False
PMT-9041748,LN-505851,CUST-100525,2025-06-08,314.1,314.1,Scheduled,Debit Card,Posted,False,False,,2025-06-08,2025-06-15,True,False
PMT-9042071,LN-509497,CUST-105883,2025-06-09,554.53,554.53,Scheduled,ACH,Posted,False,False,,2025-06-09,2025-06-15,True,False
PMT-9042248,LN-505420,CUST-103825,2025-06-10,542.38,542.38,Scheduled,ACH,Posted,False,False,,2025-06-10,2025-06-15,True,False
PMT-9042382,LN-501956,CUST-107994,2025-06-10,517.49,517.49,Scheduled,ACH,Posted,False,False,,2025-06-10,2025-06-15,True,False
PMT-9042601,LN-501613,CUST-104003,2025-06-11,268.24,268.24,Scheduled,Check,Posted,False,False,,2025-06-11,2025-06-15,True,False
PMT-9042932,LN-502911,CUST-106757,2025-06-12,174.78,0.0,Extra,ACH,Posted,False,False,,2025-06-12,2025-06-15,True,False
PMT-9042982,LN-501413,CUST-106528,2025-06-12,837.35,837.35,Scheduled,ACH,Posted,False,False,,2025-06-12,2025-06-15,True,False
PMT-9043193,LN-505986,CUST-105000,2025-06-12,557.51,557.51,Scheduled,ACH,Posted,False,False,,2025-06-12,2025-06-15,True,False
PMT-9043279,LN-508941,CUST-100499,2025-06-13,1179.09,1179.09,Scheduled,ACH,Posted,False,False,,2025-06-13,2025-06-15,True,False
PMT-9043301,LN-508479,CUST-106631,2025-06-13,634.72,634.72,Scheduled,ACH,Posted,False,False,,2025-06-13,2025-06-15,True,False
PMT-9043387,LN-501454,CUST-106225,2025-06-13,317.11,317.11,Scheduled,ACH,Posted,False,False,,2025-06-13,2025-06-15,True,False
PMT-9043858,LN-500839,CUST-101213,2025-06-15,443.51,443.51,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043859,LN-503229,CUST-100854,2025-06-15,1392.94,1392.94,Scheduled,Check,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043860,LN-503289,CUST-104209,2025-06-15,360.69,360.69,Scheduled,Check,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043861,LN-505600,CUST-102190,2025-06-15,479.84,479.84,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043862,LN-508798,CUST-107085,2025-06-15,1016.22,1016.22,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043864,LN-505594,CUST-103199,2025-06-15,331.26,331.26,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043866,LN-509281,CUST-103518,2025-06-15,320.91,320.91,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043867,LN-509303,CUST-106577,2025-06-15,350.88,350.88,Scheduled,ACH,Returned,False,True,,2025-06-15,2025-06-15,False,False
PMT-9043868,LN-509144,CUST-106552,2025-06-15,121.87,0.0,Extra,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043869,LN-503756,CUST-106230,2025-06-15,876.67,876.67,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043870,LN-500769,CUST-107151,2025-06-15,660.43,660.43,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043871,LN-501944,CUST-104233,2025-06-15,444.56,444.56,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043872,LN-504072,CUST-102787,2025-06-15,721.39,721.39,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043873,LN-500626,CUST-103630,2025-06-15,856.26,856.26,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043874,LN-500678,CUST-105783,2025-06-15,2042.37,2042.37,Scheduled,Debit Card,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043875,LN-501363,CUST-100833,2025-06-15,717.45,717.45,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043876,LN-505472,CUST-107674,2025-06-15,721.68,721.68,Scheduled,Check,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043877,LN-502183,CUST-103244,2025-06-15,1208.89,1208.89,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
PMT-9043878,LN-500524,CUST-105959,2025-06-15,742.97,742.97,Scheduled,ACH,Posted,False,False,,2025-06-15,2025-06-15,False,False
