loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500325,APP-200347,CUST-100070,Personal,Personal Standard,2024-03-03,2024-03-05,30446.21,0.0851,27,False,None,12,R5,LOAN_SERVICING
LN-500941,APP-201008,CUST-101535,Personal,Personal Standard,2024-03-03,2024-03-04,22536.4,0.1388,59,False,None,8,R3,LOAN_SERVICING
LN-502159,APP-202335,CUST-104602,Auto,Auto Standard,2024-03-03,2024-03-04,36155.94,0.0726,67,True,Vehicle,6,R4,LOAN_SERVICING
LN-502337,APP-202530,CUST-100879,Auto,Auto Standard,2024-03-03,2024-03-04,46217.44,0.0821,64,True,Vehicle,19,R5,LOAN_SERVICING
LN-502904,APP-203144,CUST-107250,HELOC,HELOC Standard,2024-03-03,2024-03-04,43782.8,0.0615,169,True,Real Estate,1,R3,LOAN_SERVICING
LN-503182,APP-203449,CUST-100076,Credit Card,Credit Card Standard,2024-03-03,2024-03-05,13803.65,0.1699,0,False,None,7,R3,LOAN_SERVICING
LN-503258,APP-203531,CUST-107717,Auto,Auto Standard,2024-03-03,2024-03-05,54474.72,0.0952,60,True,Vehicle,25,R4,LOAN_SERVICING
LN-503764,APP-204079,CUST-103001,Auto,Auto Standard,2024-03-03,2024-03-04,14371.76,0.1022,71,True,Vehicle,23,R6,LOAN_SERVICING
LN-503984,APP-204322,CUST-105709,Credit Card,Credit Card Standard,2024-03-03,2024-03-05,12780.25,0.2363,0,False,None,27,R1,LOAN_SERVICING
LN-505896,APP-206407,CUST-106218,Personal,Personal Standard,2024-03-03,2024-03-03,3562.67,0.1232,45,False,None,20,R3,LOAN_SERVICING
LN-506394,APP-206956,CUST-106576,Auto,Auto Standard,2024-03-03,2024-03-05,18193.05,0.0465,55,True,Vehicle,3,R2,LOAN_SERVICING
LN-506430,APP-206993,CUST-106869,Credit Card,Credit Card Standard,2024-03-03,2024-03-05,12997.78,0.1678,0,False,None,26,R2,LOAN_SERVICING
LN-506520,APP-207090,CUST-107075,Personal,Personal Standard,2024-03-03,2024-03-04,24006.6,0.191,17,False,None,25,R5,LOAN_SERVICING
LN-506977,APP-207574,CUST-107166,Personal,Personal Standard,2024-03-03,2024-03-04,29849.19,0.0841,15,False,None,1,R7,LOAN_SERVICING
LN-507663,APP-208319,CUST-107501,Auto,Auto Standard,2024-03-03,2024-03-05,10689.69,0.0814,52,True,Vehicle,26,R4,LOAN_SERVICING
LN-509185,APP-209960,CUST-106290,Auto,Auto Standard,2024-03-03,2024-03-03,45419.99,0.0844,67,True,Vehicle,18,R7,LOAN_SERVICING
LN-509329,APP-210116,CUST-102248,Credit Card,Credit Card Standard,2024-03-03,2024-03-05,18698.65,0.2574,0,False,None,19,R2,LOAN_SERVICING
LN-509401,APP-210194,CUST-107139,Auto,Auto Standard,2024-03-03,2024-03-03,44684.65,0.0931,59,True,Vehicle,20,R5,LOAN_SERVICING
LN-509763,APP-210591,CUST-103105,Auto,Auto Standard,2024-03-03,2024-03-05,12173.31,0.071,52,True,Vehicle,18,R3,LOAN_SERVICING
