loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500506,APP-200537,CUST-105751,Personal,Personal Standard,2025-04-28,2025-04-30,9543.37,0.1403,30,False,None,9,R4,LOAN_SERVICING
LN-501849,APP-201999,CUST-106929,Auto,Auto Standard,2025-04-28,2025-04-30,21081.44,0.0638,58,True,Vehicle,26,R5,LOAN_SERVICING
LN-502407,APP-202602,CUST-106259,Mortgage,Mortgage Standard,2025-04-28,2025-04-30,480592.7,0.0724,359,True,Real Estate,23,R3,LOAN_SERVICING
LN-502483,APP-202690,CUST-104590,Personal,Personal Standard,2025-04-28,2025-04-29,20114.18,0.123,51,False,None,9,R2,LOAN_SERVICING
LN-502736,APP-202966,CUST-102311,Auto,Auto Standard,2025-04-28,2025-04-29,54339.19,0.0563,55,True,Vehicle,4,R3,LOAN_SERVICING
LN-503867,APP-204193,CUST-104471,Credit Card,Credit Card Standard,2025-04-28,2025-04-30,4775.8,0.2294,0,False,None,18,R3,LOAN_SERVICING
LN-504310,APP-204673,CUST-102040,Personal,Personal Standard,2025-04-28,2025-04-29,17340.9,0.1568,24,False,None,19,R2,LOAN_SERVICING
LN-505458,APP-205927,CUST-106315,Auto,Auto Standard,2025-04-28,2025-04-30,14845.98,0.0484,57,True,Vehicle,8,R2,LOAN_SERVICING
LN-505811,APP-206314,CUST-100937,Personal,Personal Standard,2025-04-28,2025-04-28,4378.5,0.1958,18,False,None,1,R3,LOAN_SERVICING
LN-506198,APP-206730,CUST-101339,Auto,Auto Standard,2025-04-28,2025-04-30,36035.94,0.0999,51,True,Vehicle,5,R3,LOAN_SERVICING
LN-506393,APP-206955,CUST-100238,Auto,Auto Standard,2025-04-28,2025-04-30,49556.84,0.0503,71,True,Vehicle,2,R6,LOAN_SERVICING
LN-506667,APP-207242,CUST-107824,Credit Card,Credit Card Standard,2025-04-28,2025-04-30,4113.95,0.2111,0,False,None,22,R4,LOAN_SERVICING
LN-506702,APP-207284,CUST-107803,Auto,Auto Standard,2025-04-28,2025-04-29,39265.13,0.0573,39,True,Vehicle,5,R3,LOAN_SERVICING
LN-506803,APP-207389,CUST-102348,Personal,Personal Standard,2025-04-28,2025-04-30,26327.38,0.2091,56,False,None,28,R3,LOAN_SERVICING
LN-507576,APP-208228,CUST-104905,HELOC,HELOC Standard,2025-04-28,2025-04-28,13210.43,0.079,119,True,Real Estate,8,R5,LOAN_SERVICING
LN-508022,APP-208699,CUST-100152,Credit Card,Credit Card Standard,2025-04-28,2025-04-28,8613.63,0.2279,0,False,None,16,R6,LOAN_SERVICING
LN-508344,APP-209051,CUST-104698,Personal,Personal Standard,2025-04-28,2025-04-30,9560.19,0.1781,51,False,None,21,R2,LOAN_SERVICING
LN-508396,APP-209108,CUST-104312,Personal,Personal Standard,2025-04-28,2025-04-30,30010.73,0.1773,54,False,None,5,R5,LOAN_SERVICING
LN-509604,APP-210414,CUST-101262,Auto,Auto Standard,2025-04-28,2025-04-29,26659.55,0.0879,65,True,Vehicle,3,R1,LOAN_SERVICING
LN-509712,APP-210537,CUST-102049,Credit Card,Credit Card Standard,2025-04-28,2025-04-28,3230.64,0.1798,0,False,None,22,R2,LOAN_SERVICING
