contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000058,LN-500124,CUST-106486,2025-01-03,COL-1019,OUTBOUND_CALL,Outbound,Right Party Contact,True,62.0,False,CALL_CENTER,False
CTC-60001012,LN-501926,CUST-103083,2025-01-03,COL-1044,OUTBOUND_CALL,Outbound,Voicemail,False,33.0,False,CALL_CENTER,False
CTC-60001034,LN-502011,CUST-106610,2025-01-03,COL-1088,OUTBOUND_CALL,Outbound,No Answer,False,23.0,False,CALL_CENTER,False
CTC-60001148,LN-502284,CUST-100018,2025-01-03,COL-1100,OUTBOUND_CALL,Outbound,Right Party Contact,True,700.0,False,CALL_CENTER,False
CTC-60002109,LN-504147,CUST-104579,2025-01-03,COL-1010,OUTBOUND_CALL,Outbound,Wrong Party,False,19.0,False,CALL_CENTER,False
CTC-60002791,LN-505449,CUST-103180,2025-01-03,COL-1053,OUTBOUND_CALL,Outbound,Right Party Contact,True,117.0,False,CALL_CENTER,False
CTC-60003363,LN-506682,CUST-101455,2025-01-03,COL-1070,OUTBOUND_CALL,Outbound,Busy,False,39.0,False,CALL_CENTER,False
CTC-60004015,LN-507951,CUST-101677,2025-01-03,COL-1025,OUTBOUND_CALL,Outbound,Busy,False,11.0,False,CALL_CENTER,False
CTC-60005153,LN-500213,CUST-107711,2025-01-03,COL-1043,OUTBOUND_CALL,Outbound,No Answer,False,29.0,False,CALL_CENTER,False
CTC-60006109,LN-502629,CUST-101276,2025-01-03,COL-1068,OUTBOUND_CALL,Outbound,Right Party Contact,True,700.0,False,CALL_CENTER,False
CTC-60006384,LN-503467,CUST-103357,2025-01-03,COL-1102,OUTBOUND_CALL,Outbound,Right Party Contact,True,624.0,False,CALL_CENTER,False
CTC-60006837,LN-504623,CUST-100109,2025-01-03,COL-1068,OUTBOUND_CALL,Outbound,Right Party Contact,True,393.0,False,CALL_CENTER,False
CTC-60007353,LN-506104,CUST-103276,2025-01-03,COL-1043,OUTBOUND_CALL,Outbound,Right Party Contact,True,268.0,False,CALL_CENTER,False
CTC-60007642,LN-507062,CUST-101786,2025-01-03,COL-1074,OUTBOUND_CALL,Outbound,Wrong Party,False,16.0,False,CALL_CENTER,False
CTC-60007850,LN-507628,CUST-103409,2025-01-03,COL-1001,OUTBOUND_CALL,Outbound,No Answer,False,27.0,False,CALL_CENTER,False
CTC-60007971,LN-507899,CUST-102292,2025-01-03,COL-1105,OUTBOUND_CALL,Outbound,Voicemail,False,7.0,False,CALL_CENTER,False
CTC-60009650,LN-502630,CUST-103846,2025-01-03,COL-1040,OUTBOUND_CALL,Outbound,Voicemail,False,12.0,False,CALL_CENTER,False
CTC-60010235,LN-504484,CUST-101545,2025-01-03,COL-1114,OUTBOUND_CALL,Outbound,Wrong Party,False,30.0,False,CALL_CENTER,False
CTC-60010920,LN-507022,CUST-104435,2025-01-03,COL-1026,OUTBOUND_CALL,Outbound,Wrong Party,False,35.0,False,CALL_CENTER,False
CTC-60012757,LN-501788,CUST-100464,2025-01-03,COL-1106,OUTBOUND_CALL,Outbound,Right Party Contact,True,681.0,False,CALL_CENTER,False
CTC-60013433,LN-503210,CUST-106724,2025-01-03,COL-1003,OUTBOUND_CALL,Outbound,Right Party Contact,True,344.0,False,CALL_CENTER,False
CTC-60015219,LN-506140,CUST-100550,2025-01-03,COL-1057,OUTBOUND_CALL,Outbound,Busy,False,43.0,False,CALL_CENTER,False
CTC-60015457,LN-506525,CUST-104177,2025-01-03,COL-1022,OUTBOUND_CALL,Outbound,Right Party Contact,True,391.0,False,CALL_CENTER,False
CTC-60015459,LN-506575,CUST-104769,2025-01-03,COL-1006,OUTBOUND_CALL,Outbound,Right Party Contact,True,123.0,False,CALL_CENTER,False
CTC-60016806,LN-508370,CUST-107685,2025-01-03,COL-1093,OUTBOUND_CALL,Outbound,Voicemail,False,31.0,False,CALL_CENTER,False
CTC-60016950,LN-508614,CUST-100917,2025-01-03,COL-1084,OUTBOUND_CALL,Outbound,Right Party Contact,True,491.0,False,CALL_CENTER,False
CTC-60017096,LN-508944,CUST-101070,2025-01-03,COL-1075,OUTBOUND_CALL,Outbound,Right Party Contact,True,601.0,False,CALL_CENTER,False
CTC-60017214,LN-509157,CUST-100866,2025-01-03,COL-1093,OUTBOUND_CALL,Outbound,Right Party Contact,True,119.0,False,CALL_CENTER,False
CTC-60007353,LN-506104,CUST-103276,2025-01-03,COL-1043,OUTBOUND_CALL,Outbound,Right Party Contact,True,268.0,False,CALL_CENTER,False
