loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500541,APP-200575,CUST-100770,Auto,Auto Standard,2025-03-17,2025-03-19,43732.75,0.0606,67,True,Vehicle,24,R4,LOAN_SERVICING
LN-500768,APP-200822,CUST-100356,Personal,Personal Standard,2025-03-17,2025-03-18,16664.66,0.1315,39,False,None,27,R2,LOAN_SERVICING
LN-500878,APP-200943,CUST-106716,HELOC,HELOC Standard,2025-03-17,2025-03-17,26489.12,0.0636,85,True,Real Estate,23,R6,LOAN_SERVICING
LN-500901,APP-200966,CUST-105664,HELOC,HELOC Standard,2025-03-17,2025-03-19,123565.68,0.0862,67,True,Real Estate,8,R7,LOAN_SERVICING
LN-501144,APP-201223,CUST-101062,Personal,Personal Standard,2025-03-17,2025-03-18,15211.04,0.2076,39,False,None,5,R6,LOAN_SERVICING
LN-501409,APP-201515,CUST-105737,Auto,Auto Standard,2025-03-17,2025-03-17,40448.69,0.1043,38,True,Vehicle,9,R4,LOAN_SERVICING
LN-501704,APP-201843,CUST-100220,Auto,Auto Standard,2025-03-17,2025-03-17,13071.39,0.0511,71,True,Vehicle,23,R4,LOAN_SERVICING
LN-501740,APP-201883,CUST-104643,Auto,Auto Standard,2025-03-17,2025-03-18,25441.26,0.0705,40,True,Vehicle,21,R2,LOAN_SERVICING
LN-502491,APP-202699,CUST-107413,Auto,Auto Standard,2025-03-17,2025-03-18,15937.15,0.0882,70,True,Vehicle,24,R6,LOAN_SERVICING
LN-502830,APP-203062,CUST-104712,Auto,Auto Standard,2025-03-17,2025-03-18,54137.51,0.0566,36,True,Vehicle,17,R3,LOAN_SERVICING
LN-503921,APP-204251,CUST-102835,Auto,Auto Standard,2025-03-17,2025-03-17,39690.37,0.0536,48,True,Vehicle,8,R2,LOAN_SERVICING
LN-504199,APP-204558,CUST-106859,Auto,Auto Standard,2025-03-17,2025-03-18,46735.32,0.0741,40,True,Vehicle,10,R1,LOAN_SERVICING
LN-504411,APP-204778,CUST-104073,Credit Card,Credit Card Standard,2025-03-17,2025-03-19,6723.99,0.2496,0,False,None,7,R6,LOAN_SERVICING
LN-504665,APP-205054,CUST-104024,Auto,Auto Standard,2025-03-17,2025-03-18,18182.9,0.0716,61,True,Vehicle,1,R3,LOAN_SERVICING
LN-505567,APP-206051,CUST-105925,Auto,Auto Standard,2025-03-17,2025-03-18,10953.61,0.0979,36,True,Vehicle,28,R1,LOAN_SERVICING
LN-506100,APP-206625,CUST-100309,Auto,Auto Standard,2025-03-17,2025-03-19,37674.89,0.1052,45,True,Vehicle,16,R2,LOAN_SERVICING
LN-506185,APP-206716,CUST-101692,Auto,Auto Standard,2025-03-17,2025-03-19,18316.14,0.0981,39,True,Vehicle,9,R7,LOAN_SERVICING
LN-506249,APP-206791,CUST-106147,Auto,Auto Standard,2025-03-17,2025-03-17,17636.12,0.049,49,True,Vehicle,8,R2,LOAN_SERVICING
LN-506566,APP-207137,CUST-100379,Auto,Auto Standard,2025-03-17,2025-03-17,34430.76,0.0618,54,True,Vehicle,20,R5,LOAN_SERVICING
LN-506988,APP-207586,CUST-107728,Personal,Personal Standard,2025-03-17,2025-03-17,5451.85,0.1996,52,False,None,13,R4,LOAN_SERVICING
LN-508002,APP-208679,CUST-103814,Auto,Auto Standard,2025-03-17,2025-03-18,49994.38,0.0805,66,True,Vehicle,23,R2,LOAN_SERVICING
LN-508180,APP-208872,CUST-105605,Personal,Personal Standard,2025-03-17,2025-03-18,5043.57,0.1763,31,False,None,16,R6,LOAN_SERVICING
LN-508617,APP-209348,CUST-104874,Personal,Personal Standard,2025-03-17,2025-03-17,20686.7,0.1824,19,False,None,21,R6,LOAN_SERVICING
